35412745-A_0.35 1582 Maq 30 Alpha 488 - S
CCH,tension
0.869,66.6
0.869,68.6
0.865,68.0
0.877,67.8
0.866,68.3
0.875,67.1
0.876,67.7
0.876,67.9
0.868,66.2
0.872,66.9
0.87,66.6
0.869,68.4
0.867,67.5
0.872,65.6
0.867,66.4
0.872,67.1
0.86,68.9
0.867,68.2
0.875,68.2
0.871,67.4
0.872,67.5
0.875,67.0
0.873,67.3
0.867,67.8
0.871,68.3
0.868,67.9
0.87,67.7
0.874,67.0
0.874,67.2
0.873,68.3
0.868,68.0
0.875,68.4
0.869,67.8
0.873,66.6
0.865,68.9
0.878,66.1
0.865,66.5
0.869,67.9
0.871,68.2
0.866,67.5
0.864,66.3
0.869,66.8
0.871,68.1
0.875,69.2
0.868,68.6
0.869,67.6
0.868,67.6
0.871,66.0
0.87,66.4
0.874,66.6
0.868,67.6
0.88,68.9
0.871,67.3
0.873,67.1
0.867,68.9
0.878,67.8
0.877,70.4
0.873,65.5
0.874,66.5
0.874,68.3
0.87,66.3
0.869,68.4
0.871,65.1
0.872,67.7
0.87,65.8
0.874,67.8
0.868,68.1
0.872,67.8
0.873,66.6
0.873,69.0
0.867,68.6
0.874,66.6
0.872,68.6
0.864,66.7
0.876,67.0
0.874,67.0
0.868,67.0
0.875,66.8
0.869,67.8
0.872,68.0
0.874,68.0
0.87,68.6
0.869,66.5
0.865,68.4
0.871,66.9
0.868,68.4
0.87,66.7
0.874,67.8
0.872,67.0
0.872,68.2
0.867,67.8
0.869,65.8
0.874,66.4
0.869,68.0
0.867,67.0
0.871,67.2
0.87,66.5
0.87,66.0
0.865,67.3
0.876,68.1
