35072405-A_1 BN471 Maq 1 Alpha 550
CCH,tension
1.094,159.6
1.096,167.9
1.106,160.6
1.097,162.4
1.101,166.6
1.095,166.3
1.101,162.8
1.097,158.5
1.097,178.1
1.105,150.2
1.095,160.6
1.102,171.5
1.096,159.6
1.098,158.9
1.092,162.1
1.104,151.2
1.102,159.6
1.097,166.0
1.108,155.9
1.099,158.9
1.102,175.3
1.089,156.3
1.095,157.1
1.099,166.2
1.1,174.7
1.097,156.6
1.102,159.5
1.097,156.4
1.098,157.4
1.1,161.7
1.103,170.6
1.106,161.1
1.099,160.8
1.097,161.4
1.105,164.1
1.106,148.4
1.102,158.0
1.1,166.2
1.1,165.7
1.1,160.3
1.108,159.7
1.103,165.3
1.107,163.4
1.096,157.5
1.109,155.9
1.104,161.5
1.095,156.1
1.101,161.0
1.102,151.2
1.101,169.6
1.102,156.9
1.105,157.9
1.102,157.1
1.096,171.5
1.098,165.7
1.102,157.4
1.096,167.6
1.098,166.5
1.105,154.7
1.093,171.1
1.101,158.2
1.098,169.9
1.099,153.4
1.094,170.5
1.101,169.7
1.104,185.2
1.095,151.2
1.099,155.8
1.094,159.8
1.108,174.0
1.095,159.2
1.101,167.1
1.098,142.8
1.094,163.6
1.086,157.4
1.098,175.4
1.095,174.0
1.101,163.6
1.101,157.1
1.101,167.4
1.093,167.2
1.102,154.1
1.095,175.8
1.103,154.8
1.1,149.6
1.1,157.1
1.099,163.0
1.102,158.8
1.101,165.5
1.101,163.6
1.104,159.7
1.103,170.3
1.096,159.1
1.106,158.0
1.098,173.8
1.101,164.3
1.098,156.3
1.102,169.3
1.101,161.5
1.099,151.0
