13624371-C_1 6255 Maq 30 Alpha 488 - S
CCH,tension
2.303,109.6
2.302,106.1
2.299,104.4
2.31,85.6
2.302,113.0
2.3,90.4
2.298,112.9
2.296,114.0
2.295,92.5
2.296,109.6
2.307,104.2
2.296,102.3
2.297,96.0
2.306,104.4
2.294,82.1
2.304,110.8
2.305,103.3
2.299,102.3
2.298,95.1
2.299,109.4
2.305,96.5
2.3,100.9
2.297,99.8
2.299,108.6
2.303,100.2
2.296,108.4
2.303,114.4
2.303,93.1
2.3,95.9
2.305,98.1
2.308,101.8
2.304,92.8
2.299,122.6
2.297,89.9
2.297,112.1
2.305,94.4
2.305,93.7
2.297,86.8
2.301,81.8
2.291,104.2
2.302,97.5
2.301,94.4
2.301,101.1
2.3,111.0
2.301,97.0
2.294,109.4
2.292,87.7
2.306,100.5
2.295,83.3
2.293,97.9
2.303,94.9
2.298,115.9
2.293,108.0
2.303,81.5
2.302,96.7
2.308,110.4
2.297,100.6
2.297,100.8
2.304,117.4
2.298,106.4
2.296,106.1
2.3,109.1
2.299,106.0
2.301,103.4
2.3,117.2
2.296,103.9
2.303,103.2
2.297,104.5
2.298,100.4
2.302,90.8
2.299,98.9
2.299,102.6
2.3,121.9
2.295,110.7
2.301,91.8
2.306,97.4
2.296,106.7
2.301,109.9
2.303,105.5
2.296,82.5
2.303,82.1
2.298,105.0
2.299,97.9
2.3,93.8
2.289,110.4
2.3,107.1
2.301,96.4
2.302,100.5
2.303,101.1
2.305,95.8
2.296,126.1
2.303,109.9
2.3,98.6
2.303,120.5
2.299,97.5
2.305,106.2
2.303,95.4
2.3,104.4
2.298,96.0
2.302,93.1
