15418891-C_2 71 Maq 1 Alpha 550
CCH,tension
1.753,248.7
1.75,255.5
1.746,241.5
1.751,241.2
1.748,237.6
1.754,246.7
1.748,244.3
1.757,245.9
1.749,248.3
1.747,243.9
1.745,243.0
1.747,243.3
1.751,236.9
1.749,238.9
1.76,246.7
1.755,249.2
1.753,243.4
1.752,240.7
1.75,245.9
1.749,230.8
1.746,249.1
1.747,246.0
1.741,238.5
1.741,241.2
1.749,246.4
1.746,228.6
1.746,245.2
1.747,240.8
1.755,243.3
1.753,242.0
1.754,241.6
1.75,244.4
1.748,241.4
1.743,241.2
1.75,243.6
1.752,240.4
1.752,239.7
1.745,239.6
1.751,250.9
1.749,237.9
1.747,241.0
1.749,228.2
1.75,251.7
1.743,246.2
1.756,262.8
1.758,250.4
1.748,249.8
1.748,236.5
1.753,250.4
1.748,241.6
1.749,238.2
1.755,248.6
1.75,246.4
1.753,241.1
1.758,244.1
1.751,232.9
1.757,245.6
1.751,240.1
1.758,242.1
1.746,250.7
1.746,232.1
1.755,240.8
1.755,247.7
1.75,238.3
1.748,252.6
1.754,236.1
1.755,241.1
1.75,248.9
1.744,250.5
1.75,245.8
1.745,241.1
1.746,244.5
1.756,238.7
1.748,251.2
1.753,240.7
1.752,231.8
1.754,247.9
1.763,244.5
1.753,237.9
1.755,238.5
1.748,246.1
1.746,246.8
1.747,249.9
1.755,237.1
1.746,237.6
1.748,249.3
1.753,239.5
1.751,244.2
1.753,252.4
1.747,247.6
1.74,245.9
1.747,244.8
1.744,244.8
1.745,242.7
1.755,238.0
1.755,248.3
1.749,242.7
1.744,232.1
1.752,246.3
1.741,244.4
