35091061-F_0.7 5381 Maq 30 Alpha 488 - S
CCH,tension
1.053,61.3
1.051,65.5
1.047,66.4
1.062,76.0
1.05,62.4
1.051,70.3
1.055,64.4
1.049,69.0
1.048,74.0
1.051,76.6
1.041,71.3
1.049,68.2
1.052,67.2
1.061,69.7
1.045,67.9
1.046,69.0
1.045,72.2
1.046,64.0
1.049,67.5
1.053,64.1
1.051,70.0
1.039,56.5
1.055,70.3
1.068,69.5
1.049,69.7
1.057,62.9
1.041,63.7
1.042,67.8
1.048,74.0
1.061,72.3
1.042,75.5
1.06,64.7
1.041,64.2
1.044,61.5
1.045,71.1
1.056,65.4
1.053,65.8
1.047,70.3
1.051,66.4
1.052,65.4
1.047,68.0
1.057,61.4
1.057,70.9
1.05,77.1
1.048,58.6
1.045,60.8
1.059,59.3
1.049,59.8
1.056,69.4
1.043,64.9
1.059,63.6
1.058,76.6
1.048,64.7
1.046,71.7
1.055,62.5
1.041,74.3
1.058,65.3
1.047,64.5
1.039,78.7
1.049,68.1
1.051,69.4
1.045,57.9
1.042,66.2
1.057,62.7
1.056,56.6
1.057,78.9
1.051,70.0
1.044,67.4
1.035,73.1
1.051,66.3
1.042,67.9
1.054,75.3
1.044,57.0
1.056,64.4
1.049,65.0
1.059,64.4
1.05,70.8
1.049,65.7
1.049,66.5
1.052,66.5
1.051,66.3
1.046,69.1
1.049,71.9
1.047,62.6
1.05,69.5
1.037,68.7
1.048,61.8
1.056,68.2
1.047,69.9
1.051,65.8
1.049,62.4
1.049,68.1
1.049,70.6
1.057,65.2
1.043,68.4
1.047,64.7
1.052,64.4
1.056,75.0
1.053,69.7
1.047,67.4
