35072404-B_0.75 5198 Maq 30 Alpha 488 - S
CCH,tension
1.05,118.2
1.056,128.4
1.048,115.8
1.054,127.0
1.051,128.7
1.052,121.3
1.047,114.4
1.045,117.1
1.056,117.7
1.058,122.2
1.054,124.4
1.055,126.7
1.048,119.0
1.052,121.5
1.05,115.5
1.057,132.5
1.049,111.3
1.058,123.7
1.051,106.2
1.046,125.9
1.049,127.6
1.056,132.7
1.05,120.7
1.051,125.9
1.052,129.7
1.059,103.6
1.038,121.5
1.045,122.2
1.047,137.2
1.048,124.2
1.053,112.8
1.043,120.8
1.045,128.4
1.046,122.1
1.048,109.1
1.054,125.9
1.041,142.7
1.044,126.2
1.053,118.5
1.044,126.2
1.045,130.3
1.057,120.1
1.048,131.6
1.044,131.5
1.055,125.9
1.045,121.3
1.055,111.4
1.047,127.3
1.044,117.2
1.045,113.1
1.043,116.4
1.054,114.8
1.054,126.3
1.05,118.7
1.052,122.6
1.039,121.5
1.054,126.6
1.052,117.4
1.054,113.0
1.047,114.9
1.044,110.8
1.048,121.8
1.046,117.6
1.056,128.0
1.043,109.3
1.061,129.5
1.047,132.4
1.045,114.8
1.05,120.1
1.054,119.0
1.05,124.4
1.055,115.9
1.047,115.3
1.05,122.0
1.057,123.9
1.044,119.5
1.056,115.7
1.049,121.7
1.05,121.2
1.047,121.0
1.043,135.0
1.047,131.5
1.047,116.3
1.044,116.1
1.05,112.1
1.052,127.7
1.04,125.1
1.053,121.5
1.043,122.2
1.05,113.1
1.054,117.3
1.052,121.3
1.05,99.3
1.052,124.0
1.052,119.4
1.047,130.8
1.05,125.7
1.05,117.2
1.04,123.2
1.043,113.4
