33136798-A_0.5 BN231 Maq 1 Alpha 550
CCH,tension
1.104,95.0
1.099,94.8
1.101,102.6
1.106,84.6
1.1,91.1
1.098,96.5
1.105,103.6
1.104,105.3
1.097,105.1
1.099,91.6
1.092,114.4
1.103,119.8
1.096,106.7
1.108,109.3
1.105,104.2
1.086,113.0
1.099,87.7
1.096,107.1
1.103,122.0
1.103,96.5
1.085,102.2
1.105,101.8
1.095,97.0
1.099,93.6
1.091,103.3
1.096,97.8
1.101,111.5
1.096,107.6
1.097,95.0
1.107,109.2
1.107,96.2
1.103,107.6
1.095,107.2
1.103,98.4
1.102,95.3
1.1,99.0
1.092,106.0
1.092,99.1
1.087,105.6
1.098,106.4
1.1,98.7
1.11,98.4
1.099,98.4
1.099,103.1
1.098,96.4
1.101,102.4
1.107,110.2
1.099,120.3
1.097,111.0
1.102,101.9
1.091,95.9
1.093,103.2
1.119,101.4
1.104,111.5
1.092,107.0
1.096,87.8
1.108,104.8
1.093,108.1
1.102,98.7
1.096,95.2
1.107,95.6
1.093,102.9
1.103,99.3
1.109,106.3
1.096,100.6
1.103,90.7
1.101,89.4
1.113,102.4
1.098,94.0
1.102,119.1
1.103,93.7
1.094,95.7
1.109,102.5
1.101,100.0
1.095,98.0
1.097,96.6
1.096,101.4
1.103,97.9
1.092,103.9
1.1,103.1
1.101,98.0
1.099,102.2
1.092,94.0
1.104,102.8
1.102,94.5
1.098,109.9
1.092,107.4
1.108,96.9
1.111,99.8
1.086,107.8
1.096,108.9
1.111,85.9
1.095,102.6
1.108,83.2
1.099,114.2
1.101,106.1
1.101,97.9
1.102,99.1
1.105,97.1
1.102,97.6
