13588505-B_0.5 11846 Maq 30 Alpha 488 - S
CCH,tension
1.005,96.4
1.002,82.2
1.001,101.5
1.0,101.9
1.0,104.0
1.01,93.7
1.008,111.1
1.011,106.3
0.998,106.7
1.006,102.0
1.004,95.1
1.003,91.6
0.996,87.6
1.004,105.2
0.995,82.5
1.002,94.5
1.0,105.7
0.99,98.6
1.009,104.9
1.008,119.5
1.004,110.6
1.013,97.9
0.995,99.3
1.003,99.5
0.997,96.3
0.997,104.2
0.998,109.6
0.998,98.8
1.0,90.8
0.987,102.5
0.997,103.2
0.996,104.2
1.0,98.6
1.009,103.0
1.009,102.2
1.005,109.4
0.999,94.1
0.997,114.4
1.001,90.8
0.999,102.7
1.007,90.5
0.985,104.6
0.991,97.3
0.998,109.0
1.0,104.7
1.003,94.8
0.997,99.2
1.005,95.5
0.997,93.6
1.006,86.7
0.997,104.5
1.012,105.9
1.005,90.3
0.999,103.8
0.997,108.0
1.002,107.6
1.001,98.0
0.998,107.0
1.001,104.2
0.999,95.5
0.989,112.3
1.012,98.3
0.995,105.5
1.012,96.0
1.004,100.5
0.997,97.2
1.002,95.6
1.004,95.4
1.002,98.0
1.005,103.0
0.996,101.6
0.996,107.3
0.995,96.3
0.992,89.4
1.002,97.0
1.009,99.4
1.001,97.2
0.996,104.8
1.005,104.3
1.007,91.4
0.989,111.2
0.996,99.6
1.001,97.1
1.001,96.8
1.002,105.0
0.99,95.5
1.005,103.7
0.998,107.0
1.007,114.2
1.006,113.4
1.002,113.9
1.002,96.0
1.005,102.1
1.008,100.5
0.99,106.1
1.005,101.5
1.0,92.4
0.993,90.3
1.008,91.6
1.004,104.1
