13588505-B_0.5 BN751 Maq 30 Alpha 488 - S
CCH,tension
1.002,85.9
1.002,103.5
0.996,97.6
1.0,74.1
0.998,99.6
0.998,97.1
1.006,93.9
1.0,87.6
0.995,83.4
1.006,105.5
0.998,102.1
0.999,91.5
0.997,79.1
1.006,100.9
0.992,108.6
1.002,110.7
1.0,106.7
0.99,110.8
1.006,107.3
1.008,110.4
0.996,83.0
1.001,110.2
0.999,86.4
1.001,100.9
1.0,113.6
1.004,112.3
1.003,87.2
0.999,96.9
0.995,100.0
0.994,104.0
0.999,92.1
0.999,81.1
0.986,112.5
0.995,109.3
1.0,105.8
1.004,101.9
1.002,106.4
0.995,101.5
1.004,108.6
1.003,106.2
1.008,87.1
0.997,100.0
1.005,94.0
1.001,102.6
1.001,100.2
1.0,97.4
1.005,91.0
1.008,104.3
0.998,97.4
1.003,97.2
0.99,112.7
0.995,103.5
1.008,99.8
0.999,110.6
0.997,108.8
1.011,93.1
1.005,103.7
1.001,97.2
1.005,102.7
1.004,107.4
1.005,95.3
1.001,123.2
1.001,113.0
0.996,94.3
1.004,104.9
0.994,105.9
1.003,95.5
0.999,95.3
0.987,113.9
1.009,95.0
1.008,113.1
1.002,98.3
1.002,92.7
1.004,103.1
1.0,94.7
1.005,95.8
1.001,111.4
0.998,108.3
1.009,110.8
0.998,101.7
1.004,94.4
0.999,104.7
1.001,101.7
1.005,112.6
0.992,128.9
0.994,95.5
1.001,88.1
1.006,104.2
1.0,107.5
0.996,116.1
0.999,111.3
0.998,109.9
1.009,91.3
1.004,106.5
1.002,92.3
1.007,107.8
1.003,81.5
0.997,111.0
0.996,84.5
1.004,99.8
