15432237-A_0.35 BN655 Maq 30 Alpha 488 - S
CCH,tension
0.896,66.8
0.905,70.5
0.903,65.5
0.895,65.7
0.903,66.8
0.896,66.6
0.898,72.1
0.897,67.4
0.896,69.5
0.899,64.7
0.908,65.3
0.907,69.1
0.898,68.1
0.906,67.1
0.904,67.0
0.899,66.7
0.902,64.7
0.904,66.7
0.892,66.7
0.898,70.7
0.906,70.0
0.9,64.9
0.907,66.9
0.898,69.0
0.906,65.2
0.898,66.1
0.896,67.8
0.894,68.2
0.904,69.5
0.904,66.9
0.898,68.5
0.904,67.2
0.9,70.5
0.893,66.5
0.9,67.1
0.894,71.2
0.898,64.7
0.893,65.2
0.905,69.7
0.9,66.3
0.897,67.1
0.903,65.3
0.907,68.3
0.892,70.4
0.902,63.3
0.893,66.9
0.9,67.6
0.896,67.8
0.904,68.3
0.901,66.7
0.902,67.0
0.9,66.8
0.9,68.9
0.901,72.0
0.9,68.7
0.904,67.5
0.9,68.0
0.899,67.5
0.901,65.8
0.901,71.8
0.908,68.5
0.902,69.6
0.895,66.2
0.89,69.3
0.904,63.7
0.9,66.3
0.899,68.7
0.898,64.5
0.899,67.2
0.893,65.5
0.902,67.5
0.899,68.0
0.9,66.0
0.906,64.5
0.901,68.0
0.899,68.0
0.902,65.3
0.897,66.3
0.9,66.2
0.904,67.9
0.892,67.2
0.901,67.8
0.904,68.7
0.907,64.3
0.9,64.2
0.897,68.7
0.909,68.1
0.901,65.8
0.9,65.6
0.901,66.9
0.903,69.7
0.901,70.0
0.895,66.2
0.897,67.1
0.898,67.7
0.899,64.5
0.898,68.8
0.904,68.7
0.897,65.3
0.897,68.0
