33136798-A_0.35 BN231 Maq 1 Alpha 550
CCH,tension
1.051,66.4
1.049,70.0
1.048,65.8
1.047,66.2
1.05,66.6
1.044,67.3
1.043,66.8
1.047,70.2
1.053,64.5
1.049,65.0
1.049,67.0
1.052,66.1
1.062,69.4
1.051,67.9
1.049,71.7
1.046,68.1
1.052,68.3
1.052,66.6
1.046,69.0
1.053,65.1
1.051,72.0
1.056,67.3
1.043,66.5
1.051,67.2
1.047,69.2
1.05,70.6
1.057,65.8
1.059,66.5
1.053,66.4
1.047,70.2
1.051,63.9
1.051,68.8
1.051,65.0
1.057,67.9
1.058,65.0
1.05,65.4
1.057,68.2
1.052,65.2
1.047,65.6
1.056,66.4
1.055,65.1
1.043,69.5
1.048,70.4
1.051,73.1
1.042,68.5
1.056,67.0
1.05,69.2
1.047,66.6
1.045,65.3
1.045,70.1
1.05,68.3
1.05,66.5
1.045,69.3
1.049,67.2
1.051,68.3
1.05,67.9
1.043,69.6
1.057,70.8
1.049,67.0
1.049,66.8
1.043,69.4
1.051,68.4
1.054,64.2
1.044,66.6
1.056,66.6
1.047,67.6
1.048,62.4
1.046,69.4
1.046,68.2
1.05,67.3
1.046,64.1
1.054,67.2
1.051,63.2
1.054,64.2
1.046,67.7
1.055,66.7
1.045,71.2
1.05,65.5
1.049,68.0
1.049,64.5
1.05,66.4
1.05,68.4
1.054,70.0
1.055,68.7
1.048,67.8
1.051,67.1
1.054,68.6
1.05,68.2
1.042,68.7
1.053,66.4
1.055,70.9
1.048,64.8
1.051,66.7
1.05,67.9
1.054,68.8
1.054,66.1
1.047,67.1
1.045,69.9
1.048,68.7
1.049,69.2
