13532151-D_1.5 11424 Maq 30 Alpha 488 - S
CCH,tension
1.601,206.9
1.595,197.4
1.591,187.1
1.597,207.9
1.593,196.2
1.607,192.6
1.609,199.1
1.606,198.8
1.607,197.8
1.609,195.3
1.595,202.4
1.589,204.2
1.595,221.7
1.596,190.6
1.596,198.0
1.599,201.7
1.603,207.7
1.601,196.0
1.596,195.3
1.61,208.9
1.599,212.6
1.592,197.5
1.594,205.4
1.598,212.4
1.598,210.8
1.604,203.2
1.603,194.6
1.602,216.1
1.605,202.6
1.592,204.8
1.594,198.8
1.6,210.4
1.595,210.0
1.597,199.6
1.602,208.8
1.598,192.6
1.599,211.4
1.599,205.7
1.61,207.1
1.602,198.4
1.585,201.4
1.606,209.6
1.606,210.2
1.601,198.6
1.607,196.4
1.593,199.2
1.602,204.6
1.607,200.3
1.604,202.3
1.597,217.4
1.604,210.4
1.605,207.9
1.602,210.6
1.61,199.8
1.592,194.5
1.602,207.9
1.613,207.6
1.608,210.1
1.592,193.4
1.597,204.7
1.599,206.6
1.594,197.9
1.604,210.9
1.601,193.6
1.603,198.2
1.608,197.1
1.601,204.5
1.6,217.2
1.599,191.3
1.603,202.1
1.602,207.7
1.601,203.1
1.592,217.7
1.593,195.3
1.603,214.8
1.598,212.7
1.592,209.8
1.605,209.7
1.596,196.2
1.61,197.4
1.599,205.8
1.595,200.7
1.597,211.9
1.598,198.5
1.599,210.0
1.596,192.5
1.597,194.5
1.605,205.3
1.599,194.7
1.601,205.9
1.591,215.1
1.6,211.3
1.602,214.6
1.596,202.5
1.593,192.5
1.588,217.6
1.602,205.6
1.601,201.4
1.594,208.3
1.597,206.2
