35091061-F_0.7 1882 Maq 1 Alpha 550
CCH,tension
1.056,66.0
1.05,67.3
1.054,64.5
1.058,70.9
1.046,65.0
1.047,76.7
1.051,74.3
1.045,67.5
1.044,61.7
1.046,67.4
1.044,71.5
1.047,64.4
1.056,57.1
1.05,63.6
1.039,69.6
1.056,67.2
1.046,69.9
1.05,61.3
1.056,59.9
1.048,62.6
1.051,81.8
1.051,66.5
1.044,58.7
1.047,62.2
1.048,86.4
1.058,68.4
1.051,58.7
1.047,71.5
1.042,77.4
1.056,67.9
1.052,71.5
1.047,78.5
1.051,55.7
1.051,63.6
1.046,69.7
1.048,66.7
1.047,71.5
1.054,68.7
1.05,61.7
1.052,60.0
1.054,58.4
1.046,68.3
1.05,70.5
1.057,75.9
1.042,78.0
1.051,62.2
1.055,69.0
1.055,50.9
1.048,56.7
1.052,64.7
1.049,66.1
1.047,77.3
1.051,72.6
1.052,58.1
1.04,90.5
1.053,65.1
1.05,75.5
1.055,70.8
1.051,65.2
1.049,82.4
1.048,68.9
1.045,81.3
1.056,68.2
1.056,73.7
1.05,75.8
1.052,70.9
1.052,69.9
1.052,64.7
1.056,62.9
1.048,65.0
1.051,72.0
1.056,66.4
1.052,65.9
1.051,78.6
1.055,56.9
1.048,53.4
1.055,62.8
1.056,61.1
1.051,71.2
1.055,66.0
1.055,59.8
1.044,73.9
1.056,67.1
1.052,61.3
1.05,57.2
1.049,75.3
1.047,76.9
1.048,63.4
1.042,71.8
1.047,55.7
1.052,63.1
1.048,65.1
1.046,66.2
1.049,79.5
1.053,64.7
1.048,63.9
1.058,60.3
1.051,62.8
1.057,51.6
1.059,69.6
