35091062-A_0.5 BN53 Maq 1 Alpha 550
CCH,tension
0.936,97.9
0.946,106.3
0.953,93.8
0.951,98.5
0.945,105.0
0.96,102.6
0.95,101.3
0.95,104.7
0.955,101.5
0.942,102.3
0.956,104.6
0.948,96.4
0.947,95.0
0.936,103.2
0.954,105.0
0.957,105.3
0.954,91.7
0.953,102.1
0.95,105.8
0.959,94.7
0.954,109.5
0.94,104.2
0.942,97.1
0.945,101.8
0.941,99.9
0.948,104.1
0.941,106.7
0.938,104.3
0.942,100.2
0.945,101.6
0.949,111.6
0.944,93.0
0.949,96.0
0.954,97.6
0.961,99.7
0.955,97.8
0.952,97.6
0.956,105.0
0.957,94.9
0.955,93.9
0.954,100.2
0.945,97.8
0.961,108.1
0.959,94.5
0.965,107.5
0.954,108.7
0.951,108.8
0.962,104.6
0.953,97.5
0.941,108.6
0.941,95.9
0.956,100.0
0.961,101.4
0.946,100.2
0.952,107.9
0.947,97.8
0.952,103.7
0.946,97.4
0.947,90.3
0.963,97.1
0.949,104.1
0.951,99.2
0.964,109.1
0.965,100.7
0.95,96.3
0.952,106.2
0.958,102.6
0.973,96.1
0.948,101.7
0.954,105.0
0.952,96.1
0.948,96.9
0.952,98.5
0.948,106.6
0.955,97.5
0.953,94.8
0.95,100.0
0.952,106.3
0.968,98.0
0.953,95.5
0.947,97.3
0.962,103.3
0.961,97.4
0.947,92.7
0.959,94.5
0.942,101.0
0.957,96.9
0.947,99.2
0.956,107.3
0.947,100.1
0.949,101.8
0.967,101.4
0.945,104.0
0.955,102.1
0.961,95.6
0.95,94.6
0.955,111.3
0.944,95.6
0.937,98.9
0.95,97.8
