35594892-A_0.35 14615 Maq 30 Alpha 488 - S
CCH,tension
0.796,68.0
0.812,67.7
0.802,67.0
0.795,67.7
0.799,65.9
0.807,69.2
0.804,67.7
0.799,67.4
0.796,69.0
0.801,68.4
0.799,67.6
0.804,67.0
0.805,67.0
0.796,67.4
0.8,69.5
0.801,66.8
0.803,68.4
0.797,66.9
0.799,68.4
0.795,68.1
0.807,67.6
0.799,68.8
0.803,66.9
0.798,68.8
0.8,66.6
0.803,67.6
0.802,66.7
0.801,67.7
0.796,64.9
0.798,66.5
0.803,65.6
0.802,67.7
0.802,68.6
0.798,68.7
0.798,66.6
0.8,68.1
0.8,67.5
0.795,65.4
0.799,68.0
0.805,65.6
0.795,66.5
0.802,67.8
0.797,67.0
0.798,67.7
0.803,66.7
0.799,67.3
0.795,68.4
0.794,68.9
0.801,68.2
0.799,67.3
0.797,67.6
0.796,69.0
0.802,67.1
0.803,68.0
0.797,67.5
0.802,69.3
0.798,66.4
0.799,68.8
0.803,68.6
0.793,69.1
0.799,67.7
0.804,66.9
0.798,66.8
0.801,67.8
0.798,68.2
0.8,69.0
0.801,69.0
0.802,67.9
0.797,67.3
0.801,67.7
0.795,65.6
0.804,67.5
0.797,68.0
0.796,67.5
0.801,69.1
0.798,66.6
0.801,66.5
0.795,66.7
0.806,66.4
0.794,67.8
0.798,67.1
0.8,67.7
0.799,68.5
0.802,69.2
0.796,66.1
0.799,68.2
0.797,66.1
0.805,67.8
0.801,67.8
0.802,66.5
0.802,68.1
0.805,69.2
0.803,68.9
0.802,66.3
0.798,67.4
0.797,67.8
0.798,68.6
0.795,64.8
0.8,68.6
0.803,67.1
