35072403-A_0.5 BN782 Maq 30 Alpha 488 - S
CCH,tension
0.955,102.5
0.945,114.7
0.945,98.8
0.946,102.5
0.952,105.4
0.952,100.3
0.954,100.0
0.951,110.8
0.964,113.5
0.947,96.5
0.947,103.3
0.962,107.2
0.949,101.4
0.956,103.8
0.967,101.7
0.949,100.6
0.946,100.9
0.963,102.2
0.949,101.7
0.964,101.4
0.947,118.1
0.942,93.7
0.959,92.7
0.947,107.9
0.953,98.7
0.944,117.2
0.956,101.3
0.946,102.7
0.962,103.6
0.936,89.5
0.953,99.2
0.938,106.2
0.956,100.2
0.952,101.8
0.954,102.8
0.947,96.5
0.951,112.6
0.947,100.8
0.955,102.6
0.953,95.1
0.941,104.9
0.948,93.6
0.953,106.9
0.949,118.7
0.961,102.2
0.941,93.8
0.958,90.9
0.948,100.6
0.947,97.1
0.949,94.5
0.945,103.7
0.943,100.8
0.938,96.3
0.946,109.6
0.96,108.8
0.947,113.2
0.961,98.6
0.939,103.0
0.951,86.5
0.949,97.8
0.936,101.5
0.955,86.2
0.946,95.5
0.953,104.2
0.952,105.4
0.943,93.9
0.952,98.3
0.949,99.1
0.962,102.9
0.955,92.8
0.94,100.9
0.949,94.7
0.952,101.3
0.948,102.5
0.941,90.4
0.954,105.6
0.949,101.8
0.957,106.3
0.959,101.3
0.959,93.0
0.948,98.9
0.949,101.5
0.949,105.6
0.953,96.3
0.952,116.4
0.948,121.3
0.942,97.1
0.952,90.8
0.947,99.0
0.952,95.0
0.959,94.2
0.959,95.7
0.948,105.9
0.955,102.5
0.948,96.9
0.951,91.3
0.951,106.6
0.953,107.2
0.943,94.3
0.947,101.2
