35072403-A_0.5 1234 Maq 30 Alpha 488 - S
CCH,tension
0.952,93.9
0.949,101.9
0.955,91.8
0.942,96.8
0.956,99.0
0.946,90.4
0.952,99.9
0.948,96.8
0.952,109.5
0.949,91.7
0.947,105.2
0.939,111.1
0.959,99.2
0.946,114.6
0.962,116.7
0.951,91.0
0.945,110.3
0.957,101.0
0.957,104.9
0.95,108.0
0.949,87.9
0.95,110.2
0.955,100.9
0.947,93.2
0.958,98.8
0.946,98.3
0.948,108.7
0.953,107.5
0.955,95.1
0.943,113.3
0.961,111.7
0.95,92.5
0.948,100.2
0.953,93.5
0.948,100.7
0.948,109.0
0.944,96.8
0.952,117.1
0.947,94.9
0.953,123.6
0.954,93.5
0.942,95.3
0.958,108.9
0.956,102.2
0.944,105.3
0.938,107.0
0.952,94.2
0.953,112.2
0.956,107.3
0.952,102.6
0.955,97.9
0.955,115.7
0.952,111.6
0.951,95.1
0.945,103.9
0.955,102.0
0.946,105.5
0.95,108.5
0.946,91.0
0.952,83.9
0.956,89.9
0.946,115.4
0.946,90.2
0.952,94.2
0.941,98.6
0.953,108.0
0.948,97.9
0.95,92.8
0.951,89.8
0.941,104.1
0.959,98.1
0.952,105.0
0.947,111.0
0.943,104.8
0.95,90.1
0.944,95.6
0.941,104.3
0.945,112.8
0.946,95.6
0.957,98.5
0.954,109.1
0.951,99.8
0.945,99.5
0.947,110.1
0.952,106.7
0.95,114.1
0.945,107.8
0.943,100.4
0.944,95.6
0.958,98.0
0.954,113.4
0.965,98.4
0.955,98.8
0.948,83.5
0.951,107.3
0.956,108.3
0.949,92.1
0.946,86.9
0.944,93.3
0.956,112.5
