35250567-A_1 15881 Maq 30 Alpha 488 - S
CCH,tension
1.404,169.3
1.399,168.8
1.388,160.9
1.401,164.3
1.398,163.0
1.399,163.5
1.4,170.0
1.401,163.5
1.401,166.2
1.401,160.5
1.401,165.5
1.401,161.9
1.403,157.8
1.396,162.8
1.398,166.2
1.398,167.3
1.396,163.2
1.394,155.5
1.404,170.7
1.409,162.0
1.403,154.1
1.407,155.9
1.399,156.2
1.403,155.5
1.401,160.3
1.398,158.6
1.399,163.4
1.397,170.2
1.402,164.6
1.404,150.9
1.397,157.8
1.396,161.2
1.401,164.3
1.399,163.6
1.4,165.7
1.402,161.3
1.399,159.6
1.399,159.3
1.402,157.0
1.401,160.5
1.399,160.9
1.403,163.5
1.403,167.0
1.399,158.3
1.395,170.9
1.402,161.2
1.405,159.0
1.395,161.5
1.399,162.7
1.399,163.9
1.397,162.7
1.395,159.4
1.408,167.2
1.4,154.0
1.4,154.7
1.401,160.5
1.406,164.4
1.395,156.4
1.398,158.3
1.396,156.6
1.4,154.3
1.401,165.0
1.4,168.5
1.4,158.7
1.402,165.0
1.403,170.0
1.404,168.9
1.402,156.7
1.401,160.2
1.406,156.4
1.399,174.9
1.402,167.4
1.397,160.5
1.409,154.3
1.402,153.3
1.397,159.6
1.403,161.4
1.402,164.8
1.403,165.1
1.407,160.8
1.401,163.3
1.391,160.2
1.401,158.7
1.398,156.1
1.4,163.8
1.4,157.6
1.402,165.0
1.404,154.3
1.4,157.1
1.405,160.5
1.404,164.3
1.409,155.1
1.395,172.3
1.395,160.7
1.4,164.1
1.403,156.3
1.403,162.9
1.391,165.1
1.396,165.4
1.397,173.1
