35250567-A_1 73 Maq 30 Alpha 488 - S
CCH,tension
1.391,170.2
1.398,167.0
1.401,153.8
1.396,166.9
1.4,161.5
1.4,154.2
1.393,163.0
1.398,168.5
1.4,163.5
1.397,155.2
1.399,158.4
1.401,168.8
1.404,166.4
1.406,162.1
1.4,162.3
1.397,165.0
1.401,169.1
1.398,158.2
1.398,160.3
1.406,154.5
1.407,165.3
1.397,158.9
1.408,167.8
1.401,158.8
1.4,152.7
1.4,171.6
1.4,162.6
1.399,158.5
1.407,173.8
1.402,164.2
1.4,153.7
1.396,167.3
1.398,166.5
1.398,170.8
1.4,158.5
1.402,157.0
1.4,161.9
1.4,162.8
1.402,157.4
1.398,164.2
1.403,162.2
1.407,161.3
1.401,168.9
1.399,163.2
1.403,160.4
1.4,165.6
1.403,159.8
1.399,159.5
1.403,171.0
1.402,167.4
1.401,163.5
1.402,160.9
1.395,164.5
1.399,170.6
1.395,153.7
1.397,161.9
1.399,164.0
1.397,161.3
1.4,159.1
1.4,161.3
1.399,157.8
1.408,165.6
1.4,164.6
1.397,160.0
1.398,161.4
1.405,167.0
1.397,168.3
1.402,164.9
1.393,158.3
1.409,159.6
1.402,160.4
1.4,155.9
1.394,154.6
1.398,146.8
1.39,161.0
1.398,162.1
1.403,166.8
1.398,161.1
1.398,157.8
1.394,157.5
1.407,157.0
1.4,167.3
1.406,170.2
1.402,166.2
1.4,161.3
1.4,157.1
1.408,168.5
1.406,161.7
1.39,169.1
1.4,166.8
1.401,161.7
1.395,158.4
1.4,161.6
1.405,168.4
1.396,161.7
1.396,164.7
1.398,160.6
1.397,156.8
1.401,161.6
1.394,154.1
