33347930-C_0.35 14615 Maq 30 Alpha 488 - S
CCH,tension
0.801,67.7
0.797,66.6
0.796,66.9
0.81,66.9
0.795,67.4
0.8,66.2
0.798,66.9
0.795,66.5
0.802,67.4
0.801,66.7
0.797,68.9
0.797,66.4
0.801,67.0
0.795,68.6
0.803,67.3
0.794,67.1
0.804,66.2
0.803,67.1
0.8,67.6
0.799,68.8
0.799,66.3
0.793,69.3
0.803,67.6
0.804,67.4
0.801,65.9
0.803,69.3
0.8,66.6
0.799,67.7
0.803,66.5
0.805,67.3
0.801,67.5
0.797,66.8
0.8,68.5
0.802,70.0
0.8,67.4
0.804,68.1
0.804,67.4
0.808,66.5
0.799,65.2
0.799,68.2
0.798,68.1
0.805,66.2
0.798,67.4
0.793,66.9
0.804,69.0
0.801,66.5
0.798,67.6
0.798,67.4
0.804,67.1
0.807,70.5
0.802,67.4
0.803,64.9
0.8,69.2
0.805,68.2
0.804,66.9
0.801,68.1
0.8,66.7
0.798,66.8
0.798,67.3
0.794,68.2
0.793,68.2
0.798,66.8
0.794,67.0
0.804,67.2
0.802,66.3
0.8,67.7
0.796,68.3
0.799,67.1
0.798,66.8
0.792,69.9
0.804,67.3
0.802,67.3
0.804,68.5
0.807,66.1
0.798,66.6
0.8,67.4
0.796,68.9
0.802,65.9
0.803,67.7
0.801,67.7
0.8,66.2
0.799,66.7
0.807,67.6
0.802,68.5
0.798,66.9
0.803,67.4
0.804,67.4
0.805,67.0
0.802,66.9
0.804,67.5
0.803,66.8
0.804,67.8
0.804,68.4
0.8,68.8
0.793,67.5
0.806,66.8
0.804,66.7
0.803,67.8
0.803,66.3
0.8,69.5
