33347930-C_0.35 11859 Maq 30 Alpha 488 - S
CCH,tension
0.79,64.9
0.804,68.5
0.801,66.2
0.801,68.5
0.803,68.5
0.808,67.9
0.804,67.7
0.795,63.8
0.797,63.9
0.798,69.5
0.798,65.5
0.797,70.1
0.797,69.0
0.79,66.2
0.799,69.0
0.808,65.6
0.806,68.1
0.794,66.2
0.805,65.5
0.807,68.9
0.8,65.4
0.798,65.2
0.805,66.5
0.802,70.0
0.802,68.1
0.801,67.5
0.807,68.0
0.803,64.5
0.795,68.4
0.8,70.2
0.799,70.4
0.797,68.5
0.806,65.1
0.803,65.6
0.799,68.4
0.796,66.6
0.8,68.3
0.798,68.7
0.798,63.8
0.794,70.4
0.802,65.5
0.799,69.2
0.798,68.1
0.803,65.3
0.799,72.2
0.795,64.0
0.809,66.8
0.796,67.4
0.8,67.9
0.793,65.1
0.8,68.1
0.798,67.6
0.791,67.2
0.806,67.7
0.807,67.2
0.795,67.8
0.8,70.1
0.8,64.3
0.803,72.7
0.795,69.1
0.801,70.9
0.802,70.1
0.8,66.7
0.795,68.1
0.801,68.1
0.806,67.8
0.796,66.5
0.803,64.3
0.792,68.4
0.796,67.7
0.805,69.7
0.799,69.4
0.799,66.4
0.803,65.1
0.795,65.7
0.8,71.9
0.801,68.6
0.801,68.1
0.8,66.2
0.801,69.1
0.805,65.6
0.808,63.2
0.798,66.8
0.801,70.9
0.801,64.8
0.8,69.0
0.795,65.9
0.802,70.0
0.801,67.9
0.805,64.7
0.801,68.7
0.799,67.9
0.8,67.4
0.797,66.3
0.797,66.5
0.797,67.6
0.801,69.1
0.796,69.1
0.804,66.4
0.804,67.1
