33347930-C_0.35 13763 Maq 30 Alpha 488 - S
CCH,tension
0.803,68.3
0.803,63.0
0.797,65.4
0.797,66.6
0.798,64.6
0.802,63.8
0.807,63.6
0.802,66.9
0.802,67.1
0.803,69.3
0.8,69.0
0.796,70.6
0.799,69.3
0.806,70.1
0.796,66.0
0.802,65.1
0.803,65.3
0.796,68.4
0.803,65.2
0.806,68.7
0.798,66.2
0.804,63.5
0.798,70.1
0.798,61.6
0.801,66.0
0.808,67.1
0.799,68.1
0.796,67.9
0.799,68.2
0.805,67.3
0.799,65.8
0.797,66.6
0.797,65.2
0.799,67.8
0.799,65.9
0.811,69.4
0.8,65.8
0.802,68.0
0.799,67.2
0.793,67.7
0.799,71.8
0.794,69.1
0.794,67.8
0.806,64.2
0.803,63.4
0.801,66.2
0.801,66.4
0.793,66.3
0.795,67.7
0.8,65.4
0.806,65.3
0.801,70.0
0.8,66.2
0.804,69.1
0.794,65.1
0.8,65.8
0.794,69.3
0.796,67.7
0.796,68.7
0.801,67.9
0.799,64.7
0.802,68.6
0.8,68.7
0.804,66.8
0.797,64.6
0.794,63.2
0.796,65.3
0.804,65.5
0.795,71.6
0.802,64.7
0.797,65.1
0.798,67.5
0.799,66.6
0.804,69.2
0.803,64.9
0.8,67.5
0.793,64.6
0.799,65.9
0.793,68.1
0.801,71.2
0.801,70.3
0.799,66.9
0.801,67.4
0.8,68.2
0.799,70.9
0.799,68.4
0.801,72.0
0.8,67.4
0.797,64.6
0.804,65.6
0.803,65.6
0.8,69.0
0.805,65.4
0.806,68.5
0.799,67.1
0.799,64.9
0.796,67.7
0.793,69.0
0.8,66.2
0.794,65.8
