33347930-C_0.35 767 Maq 30 Alpha 488 - S
CCH,tension
0.793,68.2
0.8,67.6
0.809,66.9
0.796,64.3
0.796,65.7
0.798,66.4
0.795,65.8
0.8,64.8
0.804,66.0
0.804,65.1
0.797,64.4
0.803,70.6
0.806,67.6
0.805,66.8
0.803,67.1
0.794,68.4
0.804,64.7
0.792,64.8
0.8,69.0
0.802,68.4
0.803,65.8
0.8,67.9
0.801,65.8
0.799,67.3
0.798,64.4
0.801,68.5
0.802,66.6
0.797,66.6
0.793,69.6
0.794,69.1
0.801,70.3
0.798,65.8
0.8,68.9
0.794,64.6
0.806,65.4
0.802,67.9
0.794,68.3
0.805,66.8
0.802,69.1
0.794,67.2
0.805,64.5
0.809,70.3
0.8,66.4
0.793,68.0
0.799,66.6
0.8,65.6
0.799,66.9
0.8,67.9
0.797,65.2
0.81,66.7
0.799,65.6
0.799,67.4
0.796,68.6
0.803,67.5
0.801,68.3
0.801,69.4
0.794,65.5
0.803,63.6
0.796,71.1
0.806,64.7
0.805,68.3
0.802,66.6
0.803,66.2
0.793,70.4
0.798,68.1
0.799,68.0
0.801,72.0
0.803,69.4
0.794,69.1
0.797,66.1
0.801,69.6
0.792,67.2
0.801,68.1
0.796,68.1
0.802,66.5
0.799,66.8
0.791,66.1
0.799,69.4
0.798,67.5
0.801,68.6
0.798,69.8
0.802,65.5
0.806,70.2
0.801,68.7
0.803,70.4
0.804,63.9
0.801,68.6
0.8,69.4
0.799,68.9
0.806,67.4
0.799,68.6
0.803,70.2
0.804,67.4
0.805,66.3
0.801,65.6
0.796,70.0
0.802,72.1
0.8,67.5
0.805,66.9
0.794,66.8
