12162921-K_5 5781 Maq 30 Alpha 488 - S
CCH,tension
2.801,390.2
2.808,390.5
2.795,392.7
2.794,402.5
2.794,387.8
2.802,392.5
2.803,389.2
2.798,388.0
2.804,395.8
2.807,384.0
2.799,390.1
2.804,397.4
2.804,384.5
2.798,388.0
2.805,398.9
2.8,401.0
2.806,391.4
2.805,386.4
2.802,398.5
2.807,398.2
2.801,390.8
2.795,392.5
2.795,395.9
2.797,390.9
2.796,390.2
2.801,390.4
2.799,390.8
2.806,397.4
2.799,397.7
2.803,398.2
2.795,389.5
2.792,396.5
2.804,400.9
2.801,399.6
2.801,395.3
2.793,391.4
2.801,385.6
2.804,394.1
2.8,388.5
2.801,393.8
2.801,391.2
2.803,395.3
2.802,385.9
2.805,398.9
2.798,390.0
2.8,393.8
2.812,396.2
2.799,393.0
2.798,389.3
2.801,387.7
2.807,392.0
2.793,391.1
2.795,389.9
2.796,388.9
2.791,392.2
2.81,388.7
2.801,390.3
2.802,385.9
2.804,392.8
2.804,395.8
2.796,381.4
2.8,395.6
2.801,386.2
2.798,390.8
2.791,396.8
2.796,388.5
2.804,386.0
2.804,399.8
2.804,386.9
2.796,392.5
2.796,392.3
2.799,388.4
2.798,390.6
2.809,392.3
2.801,383.9
2.804,389.8
2.817,402.5
2.808,387.9
2.801,398.2
2.788,398.0
2.804,393.6
2.807,403.2
2.796,387.4
2.796,393.8
2.801,395.8
2.79,391.4
2.796,380.7
2.796,404.2
2.798,383.4
2.801,393.4
2.796,397.1
2.803,383.7
2.802,395.8
2.802,384.4
2.791,388.6
2.799,386.4
2.8,395.8
2.801,388.1
2.806,397.8
2.809,402.7
