33347930-C_0.35 14615 Maq 1 Alpha 550
CCH,tension
0.807,66.1
0.8,69.6
0.802,66.7
0.797,67.4
0.797,67.6
0.797,66.1
0.801,65.9
0.792,66.3
0.8,67.8
0.8,67.8
0.803,65.3
0.8,67.5
0.806,65.7
0.796,66.9
0.794,66.0
0.801,66.1
0.8,67.1
0.796,67.2
0.804,67.8
0.801,67.1
0.799,65.8
0.8,67.4
0.798,67.1
0.796,68.0
0.801,67.4
0.807,68.6
0.807,65.7
0.799,67.6
0.793,67.1
0.804,68.3
0.798,69.6
0.8,67.4
0.796,65.2
0.796,68.2
0.8,66.1
0.796,66.8
0.793,66.1
0.802,67.8
0.8,66.3
0.795,68.5
0.804,67.5
0.799,65.9
0.804,66.3
0.796,67.2
0.8,66.8
0.804,69.2
0.796,67.8
0.801,67.6
0.797,66.8
0.799,67.9
0.795,66.9
0.799,68.7
0.797,67.2
0.798,66.5
0.808,68.1
0.794,70.2
0.796,68.9
0.798,68.7
0.8,65.2
0.801,66.6
0.798,66.3
0.798,66.3
0.801,67.1
0.8,67.8
0.805,65.6
0.803,66.8
0.801,69.0
0.797,69.4
0.796,67.9
0.798,67.6
0.799,67.9
0.803,68.4
0.795,66.8
0.799,68.4
0.799,65.9
0.792,68.1
0.801,67.8
0.801,66.9
0.797,67.3
0.801,66.8
0.796,66.4
0.806,68.4
0.796,69.3
0.801,68.6
0.802,68.6
0.798,67.2
0.799,66.2
0.799,66.1
0.802,66.0
0.808,69.1
0.804,66.4
0.802,68.5
0.795,69.5
0.794,66.7
0.793,68.8
0.797,67.0
0.791,66.7
0.796,67.0
0.794,66.5
0.799,67.3
