33347930-C_0.35 11859 Maq 1 Alpha 550
CCH,tension
0.801,68.2
0.795,67.7
0.8,66.3
0.804,66.6
0.797,68.5
0.804,67.3
0.801,67.7
0.8,70.0
0.803,65.1
0.793,64.5
0.801,71.0
0.797,64.8
0.806,69.9
0.8,65.4
0.796,68.2
0.797,68.8
0.795,70.5
0.794,63.5
0.805,67.0
0.803,70.6
0.795,70.6
0.798,65.7
0.805,67.8
0.804,71.4
0.796,66.5
0.804,65.8
0.806,66.6
0.801,67.8
0.799,63.5
0.798,64.7
0.794,68.1
0.798,66.7
0.8,62.6
0.804,67.3
0.797,69.1
0.799,69.8
0.799,68.0
0.797,65.2
0.802,65.6
0.799,66.7
0.804,71.0
0.799,67.7
0.787,69.3
0.798,70.8
0.796,63.6
0.798,68.1
0.795,68.9
0.804,66.6
0.802,66.4
0.795,66.3
0.793,67.5
0.801,74.9
0.801,68.2
0.804,67.9
0.796,69.5
0.803,67.0
0.797,65.4
0.799,68.6
0.807,70.9
0.801,67.5
0.795,65.5
0.804,66.3
0.799,67.9
0.801,65.5
0.792,67.3
0.8,66.4
0.801,66.3
0.799,65.8
0.796,65.9
0.794,68.7
0.805,66.8
0.803,66.3
0.798,66.7
0.795,65.6
0.802,67.3
0.79,68.3
0.798,67.3
0.797,66.5
0.8,66.9
0.799,66.1
0.806,67.5
0.798,66.6
0.799,69.3
0.8,67.4
0.804,66.3
0.798,67.3
0.799,69.5
0.805,66.1
0.803,65.1
0.801,69.7
0.8,65.4
0.796,67.5
0.805,68.1
0.8,66.2
0.795,73.0
0.8,71.9
0.799,67.6
0.793,69.7
0.794,67.4
0.797,66.3
