33347930-C_0.35 12586 Maq 1 Alpha 550
CCH,tension
0.802,66.7
0.804,67.8
0.803,67.5
0.799,68.1
0.806,68.7
0.798,67.1
0.798,68.8
0.805,68.2
0.806,66.6
0.8,65.7
0.806,68.6
0.804,66.9
0.802,66.0
0.793,68.5
0.797,68.8
0.797,69.6
0.792,67.7
0.798,67.1
0.803,67.4
0.794,67.1
0.806,68.3
0.802,66.4
0.801,69.6
0.8,67.8
0.799,67.7
0.795,67.5
0.811,67.9
0.8,68.1
0.806,65.8
0.801,68.4
0.8,67.8
0.799,67.3
0.798,67.0
0.798,68.5
0.808,66.8
0.799,67.5
0.806,67.0
0.802,67.8
0.803,69.3
0.801,67.0
0.798,68.8
0.794,67.6
0.808,68.2
0.801,68.1
0.798,68.4
0.803,68.0
0.801,67.9
0.799,67.2
0.796,67.6
0.799,67.0
0.804,66.5
0.803,66.8
0.797,69.6
0.804,66.9
0.799,67.4
0.801,67.0
0.801,66.5
0.802,65.0
0.799,67.2
0.798,66.6
0.799,67.3
0.798,68.2
0.799,68.1
0.8,67.0
0.801,68.6
0.801,66.8
0.803,66.9
0.8,66.6
0.8,66.8
0.803,66.8
0.799,66.7
0.803,67.5
0.799,67.1
0.801,69.8
0.794,67.5
0.8,67.9
0.806,67.2
0.8,66.4
0.795,65.3
0.799,68.2
0.797,67.9
0.8,68.4
0.802,68.2
0.799,69.6
0.803,66.9
0.801,67.2
0.799,67.8
0.804,66.9
0.801,67.1
0.798,67.2
0.8,67.1
0.806,66.8
0.798,66.6
0.8,70.0
0.797,67.4
0.802,67.3
0.799,67.0
0.802,67.2
0.795,67.1
0.798,67.3
