33347930-C_0.35 767 Maq 1 Alpha 550
CCH,tension
0.803,65.4
0.801,64.3
0.796,67.7
0.797,66.7
0.803,71.4
0.793,66.8
0.805,68.3
0.801,67.8
0.8,69.7
0.794,65.9
0.803,68.2
0.798,65.4
0.803,65.7
0.801,68.5
0.804,69.5
0.801,63.8
0.804,65.5
0.804,66.5
0.805,67.1
0.803,70.9
0.806,68.1
0.802,67.0
0.798,70.6
0.796,68.4
0.8,66.9
0.803,67.0
0.801,64.9
0.799,65.2
0.801,68.2
0.796,70.1
0.796,66.0
0.803,64.5
0.8,67.7
0.802,66.5
0.796,64.1
0.808,69.0
0.799,63.6
0.802,68.2
0.803,66.6
0.794,64.6
0.798,66.0
0.798,67.6
0.797,70.0
0.803,70.9
0.796,66.1
0.803,64.4
0.798,67.3
0.794,72.0
0.802,67.1
0.799,62.4
0.797,66.7
0.809,66.1
0.798,72.3
0.794,70.7
0.807,68.2
0.802,70.0
0.8,69.2
0.797,65.9
0.803,69.0
0.799,67.8
0.802,64.7
0.797,68.0
0.8,70.1
0.807,66.8
0.804,68.9
0.792,64.9
0.799,63.6
0.796,68.0
0.796,65.3
0.803,68.6
0.796,70.7
0.8,64.9
0.804,66.5
0.795,67.8
0.799,68.8
0.8,66.1
0.802,65.8
0.793,67.7
0.805,68.4
0.795,65.8
0.795,65.6
0.798,66.8
0.797,67.8
0.793,66.4
0.799,67.6
0.797,66.6
0.801,68.9
0.798,62.4
0.798,68.1
0.791,68.6
0.796,66.8
0.803,71.1
0.806,67.6
0.795,66.5
0.801,66.1
0.799,64.8
0.798,67.4
0.8,66.0
0.808,67.4
0.795,66.3
