35025440-A_10 81 Maq 30 Alpha 488 - S
CCH,tension
3.484,628.6
3.521,590.9
3.492,596.5
3.492,626.5
3.509,610.7
3.486,633.8
3.498,636.3
3.476,598.6
3.499,608.1
3.494,577.4
3.495,619.3
3.49,594.0
3.486,569.1
3.502,608.9
3.496,628.6
3.522,616.1
3.514,621.2
3.48,603.6
3.498,583.5
3.499,618.5
3.508,617.6
3.489,605.0
3.459,618.6
3.502,613.4
3.497,578.7
3.513,594.0
3.484,586.8
3.526,639.0
3.502,597.7
3.509,573.5
3.471,606.9
3.525,576.7
3.492,605.0
3.499,611.9
3.495,577.8
3.516,611.7
3.49,579.8
3.499,590.7
3.461,649.1
3.505,605.2
3.471,570.8
3.508,578.5
3.491,634.5
3.496,613.5
3.529,606.1
3.505,591.3
3.494,629.1
3.48,589.6
3.473,596.1
3.517,611.6
3.506,621.8
3.474,622.8
3.527,621.5
3.468,592.4
3.528,607.7
3.489,647.6
3.497,598.3
3.495,590.2
3.508,603.2
3.481,628.3
3.494,604.4
3.512,622.2
3.507,628.0
3.514,615.3
3.517,615.6
3.514,590.6
3.493,615.1
3.494,629.4
3.514,590.6
3.511,613.8
3.513,612.2
3.507,596.9
3.479,637.2
3.529,624.3
3.498,627.9
3.485,606.0
3.492,564.7
3.495,588.8
3.52,594.2
3.504,584.6
3.497,602.2
3.5,610.2
3.506,593.2
3.503,644.7
3.513,605.6
3.508,638.7
3.51,574.6
3.512,593.8
3.478,572.8
3.487,593.4
3.482,636.3
3.501,626.7
3.498,588.4
3.505,634.8
3.492,576.0
3.503,555.5
3.507,609.4
3.512,632.2
3.517,588.2
3.489,615.2
