10756352-A_0.5 12864 Maq 1 Alpha 550
CCH,tension
1.203,98.2
1.205,95.8
1.196,99.2
1.207,102.5
1.202,92.7
1.195,97.4
1.192,107.0
1.203,103.9
1.194,99.7
1.198,97.9
1.2,95.5
1.206,111.5
1.209,103.0
1.194,89.7
1.195,102.1
1.201,107.0
1.197,93.1
1.205,99.0
1.199,109.9
1.203,105.5
1.206,102.7
1.198,95.9
1.185,100.1
1.199,103.4
1.191,96.7
1.195,93.8
1.2,105.7
1.205,100.6
1.196,100.7
1.192,110.4
1.197,89.3
1.194,97.1
1.21,92.6
1.202,102.4
1.199,93.8
1.194,103.3
1.206,106.7
1.207,100.4
1.196,91.8
1.196,93.4
1.2,100.4
1.202,97.5
1.2,95.4
1.201,108.4
1.195,99.9
1.207,99.6
1.203,99.3
1.208,99.4
1.196,93.0
1.202,101.9
1.2,106.7
1.2,93.6
1.205,98.0
1.197,105.3
1.196,98.0
1.198,95.9
1.199,109.0
1.21,95.7
1.201,99.4
1.19,97.1
1.202,107.0
1.197,96.9
1.197,98.8
1.196,97.0
1.201,97.4
1.2,92.7
1.202,100.1
1.205,101.4
1.197,98.2
1.199,102.5
1.202,97.9
1.2,90.9
1.199,93.7
1.206,102.3
1.201,102.7
1.206,109.7
1.205,102.6
1.199,102.0
1.195,104.0
1.2,104.3
1.2,94.6
1.188,91.7
1.205,103.1
1.206,104.9
1.204,95.4
1.201,99.9
1.205,98.7
1.217,93.1
1.202,97.8
1.201,104.3
1.193,93.7
1.199,88.9
1.207,107.0
1.196,108.8
1.209,101.9
1.197,103.8
1.193,93.0
1.192,104.0
1.208,107.0
1.206,103.9
