35267295-A_0.5 11762 Maq 1 Alpha 550
CCH,tension
0.955,105.4
0.953,91.0
0.951,87.8
0.951,98.5
0.947,96.1
0.953,102.6
0.957,98.0
0.958,87.8
0.945,81.1
0.953,105.9
0.947,97.2
0.937,98.5
0.953,104.6
0.947,110.8
0.96,97.9
0.947,100.1
0.951,95.6
0.948,95.7
0.966,102.2
0.947,94.7
0.954,100.3
0.948,89.4
0.946,102.8
0.957,107.0
0.949,94.9
0.943,106.7
0.95,103.3
0.945,102.2
0.952,99.0
0.954,96.6
0.956,110.4
0.957,101.4
0.949,90.9
0.955,97.8
0.944,113.2
0.952,101.9
0.947,108.9
0.961,102.6
0.95,108.2
0.949,97.1
0.951,93.3
0.946,106.2
0.951,94.6
0.954,111.2
0.953,106.1
0.956,104.7
0.957,90.8
0.95,105.8
0.952,106.2
0.958,102.8
0.948,93.1
0.954,111.4
0.95,106.1
0.948,98.2
0.948,107.9
0.943,108.7
0.955,103.7
0.952,98.1
0.957,102.9
0.958,100.2
0.946,94.6
0.959,101.4
0.949,104.3
0.944,104.9
0.949,116.2
0.954,101.3
0.958,103.3
0.954,110.4
0.945,107.3
0.959,97.3
0.962,105.2
0.942,105.3
0.951,88.2
0.946,101.2
0.949,94.9
0.952,105.0
0.959,96.6
0.946,104.6
0.954,99.8
0.956,100.3
0.946,105.8
0.956,99.1
0.95,99.0
0.947,108.9
0.953,103.7
0.956,95.5
0.948,105.5
0.944,94.5
0.953,106.3
0.948,93.8
0.945,94.0
0.946,106.1
0.946,98.0
0.953,94.6
0.949,106.3
0.95,96.6
0.949,98.2
0.949,94.3
0.96,104.7
0.955,105.7
