35267295-A_0.5 839 Maq 1 Alpha 550
CCH,tension
0.957,97.3
0.955,102.3
0.955,92.7
0.946,90.5
0.954,115.9
0.95,104.5
0.948,104.5
0.952,88.7
0.95,122.4
0.949,104.3
0.941,80.9
0.955,99.6
0.953,105.8
0.958,105.0
0.953,109.9
0.947,102.1
0.953,92.2
0.954,102.4
0.946,102.1
0.951,103.3
0.948,103.3
0.958,112.0
0.952,111.0
0.949,104.7
0.95,100.6
0.943,105.9
0.952,98.7
0.951,96.6
0.949,96.5
0.946,118.7
0.947,94.2
0.95,93.3
0.952,103.1
0.947,107.3
0.948,121.4
0.939,114.3
0.951,87.7
0.955,101.0
0.946,116.0
0.96,98.1
0.95,96.2
0.954,105.2
0.941,90.2
0.954,104.6
0.959,109.5
0.95,90.7
0.952,109.1
0.954,98.7
0.942,96.9
0.95,104.6
0.952,107.9
0.946,98.1
0.95,95.5
0.951,104.4
0.95,90.7
0.948,114.5
0.95,85.7
0.949,97.9
0.96,100.3
0.946,96.0
0.942,84.4
0.951,96.2
0.952,116.1
0.95,100.9
0.948,94.6
0.957,103.8
0.947,101.0
0.96,93.3
0.949,88.1
0.956,83.2
0.933,91.2
0.946,98.3
0.951,104.0
0.943,97.2
0.948,92.7
0.955,109.7
0.954,96.2
0.947,96.3
0.948,115.0
0.951,104.6
0.945,108.0
0.951,113.6
0.942,106.4
0.936,95.2
0.947,102.2
0.949,91.3
0.953,104.8
0.939,94.0
0.949,97.9
0.947,111.5
0.952,98.5
0.952,89.2
0.953,96.5
0.947,101.7
0.944,100.4
0.948,109.4
0.947,110.1
0.951,98.9
0.949,92.9
0.949,101.7
