10775838-A_0.75 613 Maq 30 Alpha 488 - S
CCH,tension
1.248,120.5
1.253,113.5
1.252,112.4
1.246,109.8
1.253,122.4
1.254,128.9
1.254,130.0
1.244,114.2
1.246,122.0
1.253,127.9
1.246,123.7
1.27,122.5
1.241,118.5
1.252,122.3
1.248,121.4
1.244,130.9
1.25,120.3
1.247,121.1
1.25,128.6
1.253,111.4
1.254,122.1
1.251,123.8
1.238,117.0
1.246,122.8
1.246,114.1
1.238,131.9
1.251,125.5
1.256,119.8
1.243,120.5
1.263,112.6
1.251,110.6
1.241,114.8
1.248,119.0
1.236,119.0
1.254,128.0
1.245,118.0
1.245,120.1
1.255,125.8
1.252,126.0
1.25,123.7
1.25,114.3
1.257,120.0
1.249,121.4
1.249,119.7
1.235,120.4
1.258,136.8
1.247,122.3
1.251,104.5
1.253,133.4
1.248,121.1
1.254,129.3
1.25,125.4
1.25,117.1
1.247,133.0
1.241,124.4
1.252,130.5
1.252,124.3
1.249,119.7
1.234,123.1
1.242,126.4
1.258,121.6
1.249,109.6
1.246,133.4
1.237,121.3
1.243,109.8
1.25,119.6
1.262,125.9
1.249,113.5
1.247,130.4
1.248,121.5
1.248,128.6
1.259,121.0
1.257,108.4
1.245,127.0
1.25,133.4
1.238,133.7
1.251,124.2
1.249,102.2
1.255,112.0
1.249,118.2
1.242,117.0
1.25,129.3
1.243,124.7
1.245,137.9
1.248,121.4
1.257,112.8
1.242,120.5
1.253,122.4
1.253,116.6
1.247,123.3
1.258,123.4
1.253,125.4
1.24,122.2
1.252,123.8
1.247,107.7
1.247,112.5
1.256,124.8
1.254,120.1
1.236,123.2
1.244,121.6
