35250567-A_1 13382 Maq 1 Alpha 550
CCH,tension
1.395,151.7
1.398,168.4
1.398,165.0
1.4,162.3
1.415,156.7
1.405,159.1
1.41,167.3
1.396,157.1
1.402,152.2
1.404,157.9
1.403,172.0
1.405,162.2
1.398,158.3
1.403,169.2
1.399,158.6
1.395,152.8
1.4,161.2
1.397,146.0
1.397,164.8
1.399,165.1
1.4,154.8
1.402,165.0
1.409,154.7
1.399,157.6
1.403,159.4
1.405,162.6
1.395,166.9
1.403,155.0
1.393,161.8
1.399,165.8
1.398,157.1
1.4,163.3
1.4,165.3
1.396,157.9
1.399,155.5
1.4,154.6
1.399,169.1
1.409,161.2
1.399,163.0
1.392,161.0
1.409,161.6
1.395,158.6
1.407,164.5
1.404,165.0
1.393,164.9
1.399,160.0
1.409,161.0
1.397,161.5
1.406,161.8
1.401,146.1
1.388,166.9
1.401,155.4
1.402,155.8
1.398,163.4
1.404,164.2
1.399,160.4
1.393,166.2
1.401,165.7
1.399,162.0
1.399,156.5
1.399,159.9
1.395,163.8
1.403,159.2
1.4,159.3
1.402,163.3
1.403,159.9
1.398,163.0
1.398,159.8
1.396,156.1
1.399,159.9
1.398,165.2
1.398,163.3
1.402,157.2
1.404,167.4
1.398,153.4
1.4,168.2
1.399,172.3
1.404,163.3
1.396,166.9
1.398,159.9
1.397,153.7
1.403,164.9
1.394,159.4
1.397,165.7
1.404,158.9
1.397,162.6
1.405,158.1
1.4,154.9
1.403,161.0
1.399,161.4
1.393,156.0
1.395,163.4
1.402,170.0
1.398,165.3
1.398,160.6
1.398,165.4
1.394,154.3
1.399,157.4
1.407,157.0
1.401,163.1
