35250567-A_1 769 Maq 1 Alpha 550
CCH,tension
1.395,164.2
1.407,157.1
1.395,162.4
1.402,156.6
1.394,157.0
1.396,169.8
1.394,155.4
1.395,164.7
1.399,168.3
1.399,167.8
1.402,152.2
1.397,153.1
1.396,165.8
1.406,160.6
1.397,159.2
1.399,174.6
1.396,159.2
1.396,166.2
1.402,160.3
1.405,162.0
1.409,158.4
1.387,154.3
1.402,162.8
1.401,162.3
1.39,163.7
1.397,162.8
1.395,165.7
1.401,164.3
1.397,162.6
1.401,152.1
1.409,172.3
1.395,164.0
1.402,153.5
1.398,151.7
1.404,165.8
1.404,152.0
1.397,162.4
1.398,153.0
1.394,158.5
1.404,157.6
1.402,159.5
1.396,167.1
1.409,170.1
1.394,165.0
1.399,156.0
1.39,153.3
1.396,158.9
1.404,166.4
1.408,173.6
1.409,155.7
1.399,159.6
1.401,156.3
1.391,165.0
1.396,165.0
1.395,166.4
1.398,154.2
1.401,164.1
1.397,159.4
1.398,161.0
1.396,168.5
1.41,165.7
1.399,158.4
1.4,166.5
1.405,167.1
1.394,153.8
1.387,151.6
1.392,167.7
1.408,160.5
1.403,164.3
1.407,163.2
1.39,163.5
1.404,159.3
1.4,161.8
1.397,155.4
1.404,154.4
1.406,161.7
1.404,155.1
1.389,160.9
1.403,158.6
1.397,161.1
1.397,157.4
1.397,165.0
1.408,159.8
1.403,161.9
1.405,155.1
1.403,168.6
1.39,159.5
1.404,153.9
1.396,157.7
1.403,155.1
1.399,166.7
1.401,165.5
1.401,173.7
1.393,151.4
1.394,167.6
1.398,163.1
1.405,162.7
1.399,166.8
1.398,167.0
1.399,148.3
