13990267-D_2.5 12848 Maq 30 Alpha 488 - S
CCH,tension
1.941,277.4
1.952,286.9
1.94,301.7
1.95,291.5
1.952,296.0
1.951,288.6
1.957,286.6
1.936,286.6
1.945,309.1
1.958,282.0
1.955,297.9
1.953,290.7
1.955,296.1
1.95,285.5
1.953,290.4
1.951,285.8
1.94,292.4
1.951,287.7
1.948,279.1
1.955,274.7
1.95,292.8
1.963,280.1
1.947,302.2
1.945,263.7
1.955,276.5
1.953,284.1
1.95,278.3
1.948,287.0
1.949,283.8
1.959,277.7
1.954,272.5
1.946,285.5
1.948,285.4
1.952,275.7
1.943,290.3
1.942,271.2
1.952,277.6
1.955,284.3
1.951,288.4
1.954,271.6
1.957,282.5
1.96,275.0
1.954,260.0
1.946,281.2
1.949,275.3
1.95,294.5
1.953,293.2
1.942,280.1
1.95,282.3
1.949,284.4
1.952,302.0
1.947,284.2
1.951,283.8
1.949,288.8
1.944,290.3
1.957,287.2
1.953,286.4
1.954,269.9
1.96,283.3
1.946,296.0
1.949,295.0
1.955,291.0
1.939,296.5
1.944,284.6
1.953,297.6
1.95,293.0
1.947,280.7
1.955,287.7
1.945,268.4
1.942,299.3
1.956,294.1
1.948,274.9
1.953,289.0
1.956,265.6
1.947,286.9
1.943,273.9
1.948,276.5
1.957,280.8
1.946,280.4
1.95,265.3
1.943,289.1
1.949,284.4
1.941,256.2
1.953,277.8
1.961,283.2
1.948,276.0
1.953,275.7
1.946,295.5
1.947,291.2
1.945,274.7
1.951,295.1
1.947,295.3
1.957,289.1
1.948,282.6
1.951,301.8
1.952,280.5
1.944,287.7
1.96,291.7
1.944,297.8
1.945,276.8
