10737242-A_0.35 11763 Maq 30 Alpha 488 - S
CCH,tension
1.007,66.4
1.011,68.4
1.007,68.6
0.995,66.9
1.007,67.3
0.989,67.7
0.999,67.3
0.999,68.1
1.008,67.3
1.004,65.1
0.998,68.0
1.0,67.9
1.004,67.6
0.999,66.8
1.012,67.6
1.003,68.1
0.997,67.4
0.993,66.6
0.996,66.5
1.002,67.7
1.007,69.4
1.001,67.5
1.003,67.0
0.999,67.5
0.996,66.6
1.006,67.2
1.003,67.9
0.999,68.0
0.997,68.9
1.01,68.1
1.003,69.4
0.999,67.0
1.004,67.6
1.0,66.6
0.996,67.9
0.997,66.2
0.995,68.3
1.0,68.3
1.005,68.7
0.997,68.0
1.003,66.2
0.995,65.6
1.002,69.2
1.001,68.3
0.999,68.6
1.002,66.0
0.997,68.3
0.996,67.7
1.006,69.6
0.996,67.0
0.996,64.9
0.994,67.5
0.998,66.7
1.003,66.7
1.003,66.2
0.996,68.9
1.002,67.3
1.005,65.5
1.002,69.2
1.002,68.1
0.998,67.6
1.003,67.9
0.994,68.1
0.996,66.8
0.996,67.2
1.005,68.1
0.998,68.6
1.0,67.6
0.992,67.3
1.006,67.6
0.994,69.3
1.001,66.7
1.006,67.3
1.003,68.2
1.005,67.0
1.003,67.7
0.999,68.8
0.995,67.7
0.994,69.0
1.005,66.3
1.001,67.3
1.0,69.4
1.003,69.1
1.0,67.3
1.003,68.0
0.999,67.9
1.005,66.2
1.001,67.0
0.995,66.4
0.997,67.8
1.004,66.6
1.001,67.0
1.008,69.0
1.002,69.1
1.0,67.0
1.002,66.2
1.006,67.5
1.002,68.4
1.003,68.9
1.0,67.0
