35410019-B_0.35 16598 Maq 1 Alpha 550
CCH,tension
0.806,66.1
0.81,66.3
0.81,66.8
0.804,68.6
0.815,66.6
0.811,67.0
0.808,67.5
0.81,67.7
0.81,66.7
0.808,66.2
0.812,68.2
0.818,67.4
0.809,66.7
0.813,67.2
0.812,67.8
0.808,67.1
0.814,65.9
0.808,68.7
0.803,68.2
0.811,68.6
0.81,67.0
0.806,67.7
0.81,68.0
0.812,69.1
0.799,68.6
0.811,68.4
0.819,67.2
0.814,68.2
0.807,68.5
0.821,66.6
0.81,67.3
0.813,69.2
0.816,66.0
0.809,66.6
0.806,68.4
0.805,68.1
0.806,67.1
0.812,66.6
0.805,68.1
0.803,68.4
0.808,67.8
0.809,67.6
0.807,67.4
0.812,67.3
0.811,67.6
0.804,66.8
0.811,67.8
0.804,67.1
0.816,67.4
0.803,67.1
0.806,67.2
0.813,67.0
0.811,67.0
0.816,67.0
0.807,65.8
0.81,67.0
0.814,68.4
0.81,67.7
0.805,67.1
0.808,67.7
0.798,67.7
0.812,67.5
0.807,67.4
0.819,69.0
0.814,68.9
0.815,69.2
0.814,67.7
0.807,66.6
0.808,66.9
0.803,69.2
0.811,68.4
0.813,69.1
0.814,67.0
0.813,66.2
0.817,67.6
0.807,67.8
0.808,68.0
0.815,67.6
0.815,67.9
0.803,65.0
0.803,69.6
0.814,69.8
0.811,67.1
0.803,67.3
0.81,67.6
0.816,66.7
0.804,67.5
0.814,67.4
0.81,69.1
0.814,66.7
0.807,66.6
0.809,67.1
0.808,67.4
0.811,66.8
0.812,67.4
0.807,67.9
0.811,66.5
0.821,66.3
0.81,68.5
0.809,68.0
