35410019-B_0.35 BN545 Maq 1 Alpha 550
CCH,tension
0.812,68.1
0.814,63.1
0.809,65.1
0.802,64.4
0.812,68.3
0.809,70.9
0.809,69.2
0.803,67.1
0.8,62.9
0.806,69.4
0.809,68.1
0.806,67.8
0.809,65.3
0.804,69.7
0.813,68.7
0.811,69.7
0.808,68.4
0.806,60.9
0.811,67.6
0.817,67.7
0.808,64.1
0.805,66.5
0.806,66.9
0.807,66.1
0.806,67.1
0.81,70.5
0.806,67.9
0.81,65.3
0.805,67.5
0.806,70.7
0.81,67.8
0.806,67.7
0.811,64.3
0.806,68.9
0.822,64.3
0.813,70.2
0.808,67.1
0.805,66.4
0.817,64.5
0.812,65.1
0.805,67.4
0.806,66.1
0.806,66.7
0.81,67.5
0.805,67.2
0.81,71.2
0.807,67.5
0.813,64.2
0.811,64.4
0.816,68.2
0.805,64.5
0.803,64.5
0.817,67.0
0.811,70.1
0.808,67.5
0.807,67.5
0.812,66.2
0.81,67.0
0.809,68.9
0.813,67.0
0.805,72.5
0.817,69.6
0.811,67.3
0.807,67.5
0.809,66.1
0.805,65.8
0.806,67.0
0.806,66.1
0.808,69.1
0.81,65.4
0.803,66.8
0.811,68.5
0.804,68.9
0.81,65.3
0.815,64.7
0.815,68.9
0.809,66.1
0.806,74.4
0.816,67.8
0.806,67.2
0.808,68.5
0.812,68.8
0.811,68.9
0.805,70.9
0.816,67.5
0.813,69.6
0.809,61.7
0.811,67.1
0.801,67.0
0.808,67.8
0.809,69.0
0.818,65.3
0.813,69.4
0.809,68.2
0.806,69.7
0.805,65.5
0.804,69.9
0.816,66.2
0.81,67.5
0.809,66.2
