35410019-B_0.35 7332 Maq 1 Alpha 550
CCH,tension
0.808,67.0
0.811,68.4
0.801,66.2
0.801,66.5
0.807,68.2
0.809,68.2
0.812,68.4
0.806,66.5
0.809,67.8
0.815,68.5
0.807,69.3
0.808,67.6
0.811,67.4
0.817,67.5
0.803,66.8
0.812,68.8
0.817,67.6
0.807,68.0
0.813,66.6
0.813,67.1
0.81,68.1
0.812,66.1
0.812,68.7
0.804,66.2
0.804,67.7
0.814,66.3
0.809,67.6
0.804,68.9
0.816,68.8
0.815,67.3
0.802,67.8
0.813,67.9
0.808,66.9
0.81,66.7
0.81,68.5
0.812,68.3
0.805,67.3
0.812,68.6
0.812,67.3
0.81,67.3
0.808,67.9
0.811,66.2
0.81,66.8
0.81,67.4
0.811,66.4
0.814,65.8
0.813,67.7
0.808,67.8
0.809,66.5
0.816,68.7
0.808,68.8
0.807,67.3
0.806,68.2
0.811,67.1
0.811,66.8
0.808,68.9
0.81,66.7
0.805,68.2
0.814,69.3
0.808,67.5
0.813,68.0
0.813,68.9
0.808,68.2
0.808,67.4
0.814,68.3
0.811,68.2
0.808,69.2
0.8,68.9
0.807,68.2
0.81,66.9
0.798,66.8
0.804,66.4
0.808,66.6
0.802,66.8
0.814,67.2
0.811,66.0
0.814,66.2
0.818,67.5
0.814,68.2
0.807,68.6
0.819,67.7
0.809,67.6
0.804,67.8
0.811,68.1
0.813,66.1
0.817,68.1
0.816,68.4
0.808,67.8
0.806,67.2
0.813,68.5
0.815,67.4
0.81,67.9
0.809,67.6
0.809,67.4
0.807,68.8
0.81,67.0
0.805,68.5
0.8,66.6
0.81,68.5
0.814,69.5
