35410019-B_0.35 11127 Maq 1 Alpha 550
CCH,tension
0.82,67.0
0.809,69.3
0.808,69.6
0.813,67.4
0.811,69.3
0.812,64.9
0.821,67.7
0.801,69.6
0.81,63.5
0.809,71.0
0.817,67.2
0.816,70.2
0.81,67.2
0.814,69.3
0.81,67.6
0.814,66.4
0.808,65.1
0.818,69.0
0.804,68.0
0.806,65.6
0.818,66.3
0.809,68.0
0.815,68.0
0.81,65.3
0.812,67.5
0.81,69.4
0.811,66.1
0.805,66.1
0.816,66.5
0.813,70.7
0.81,68.4
0.812,67.6
0.808,67.7
0.805,67.5
0.814,70.1
0.813,70.5
0.807,69.4
0.809,68.7
0.814,67.5
0.804,68.4
0.811,69.0
0.812,66.1
0.817,65.7
0.811,66.3
0.807,68.0
0.806,65.4
0.813,65.8
0.81,70.2
0.801,68.4
0.81,67.8
0.813,67.0
0.801,65.9
0.81,71.6
0.803,66.6
0.809,67.3
0.813,68.5
0.816,63.6
0.804,71.1
0.805,66.9
0.811,67.2
0.814,66.8
0.813,67.7
0.805,64.3
0.811,66.2
0.811,67.2
0.809,69.5
0.816,64.2
0.814,68.5
0.815,63.8
0.811,65.1
0.81,68.9
0.809,64.1
0.815,66.7
0.809,66.4
0.809,65.7
0.808,69.5
0.806,64.5
0.811,68.3
0.812,69.4
0.816,61.7
0.803,70.7
0.807,68.0
0.813,64.4
0.804,65.0
0.806,70.7
0.809,66.5
0.809,67.9
0.81,67.1
0.812,66.9
0.807,67.6
0.808,67.3
0.809,65.8
0.816,67.2
0.811,65.4
0.813,68.5
0.81,65.5
0.813,66.6
0.81,66.7
0.814,65.2
0.803,68.5
