35410019-B_0.35 8224 Maq 1 Alpha 550
CCH,tension
0.81,66.3
0.811,67.7
0.811,70.3
0.815,69.9
0.814,63.0
0.82,68.9
0.813,68.9
0.805,65.3
0.808,67.8
0.803,67.1
0.815,67.4
0.809,64.4
0.809,67.3
0.812,66.7
0.813,70.5
0.807,68.4
0.808,70.2
0.809,66.7
0.807,68.2
0.818,66.1
0.813,66.3
0.804,69.7
0.811,68.4
0.809,67.8
0.815,67.5
0.811,68.6
0.812,66.1
0.81,68.0
0.811,68.4
0.802,67.4
0.803,66.9
0.804,68.3
0.808,68.7
0.814,66.7
0.809,66.4
0.812,65.3
0.808,65.0
0.805,65.0
0.81,70.6
0.812,69.8
0.808,67.3
0.809,69.5
0.807,66.8
0.812,66.1
0.811,66.6
0.814,71.5
0.812,66.8
0.805,66.6
0.81,66.8
0.813,68.6
0.802,66.9
0.808,66.1
0.803,65.1
0.803,66.0
0.812,63.3
0.81,65.6
0.817,65.7
0.804,65.5
0.81,69.6
0.811,68.3
0.814,65.2
0.813,67.2
0.805,68.5
0.806,68.1
0.81,69.3
0.809,67.5
0.814,67.5
0.802,66.8
0.817,66.9
0.811,69.4
0.801,62.4
0.819,66.3
0.811,65.2
0.812,69.0
0.813,67.2
0.817,68.4
0.812,67.8
0.813,63.3
0.811,68.5
0.805,67.4
0.809,69.3
0.812,63.0
0.814,67.1
0.81,65.8
0.809,68.3
0.812,65.7
0.802,71.9
0.81,66.4
0.806,65.2
0.813,71.2
0.81,65.8
0.807,70.5
0.814,69.1
0.81,67.5
0.813,68.9
0.813,66.0
0.808,68.0
0.815,67.3
0.807,70.0
0.804,68.1
