35410019-B_0.35 7782 Maq 1 Alpha 550
CCH,tension
0.811,68.2
0.815,66.6
0.81,66.5
0.804,66.7
0.807,66.8
0.806,68.1
0.807,68.2
0.819,66.9
0.799,67.4
0.814,67.5
0.809,67.8
0.806,68.3
0.81,65.3
0.807,66.1
0.809,67.6
0.814,68.0
0.813,66.5
0.809,66.1
0.804,68.9
0.811,67.7
0.812,67.9
0.811,67.0
0.802,67.5
0.809,68.7
0.816,67.2
0.803,67.7
0.811,68.6
0.804,66.5
0.816,68.9
0.811,67.2
0.809,67.4
0.818,66.3
0.816,68.7
0.81,69.3
0.809,67.3
0.812,67.1
0.81,68.1
0.804,68.3
0.809,68.9
0.809,67.4
0.814,68.7
0.803,66.9
0.807,67.3
0.813,67.7
0.81,68.4
0.81,66.5
0.811,65.9
0.812,66.0
0.808,68.6
0.811,66.7
0.817,66.6
0.809,67.5
0.81,68.8
0.812,66.8
0.815,66.4
0.809,67.9
0.811,68.8
0.815,66.7
0.81,66.5
0.808,68.4
0.808,65.7
0.815,68.1
0.815,65.8
0.806,66.4
0.81,67.1
0.81,65.4
0.809,66.9
0.814,67.0
0.807,67.5
0.806,68.4
0.814,68.8
0.815,70.0
0.815,69.6
0.814,68.3
0.818,65.9
0.813,68.2
0.809,66.6
0.803,69.3
0.811,67.1
0.815,68.4
0.806,67.4
0.806,68.6
0.808,68.3
0.818,68.4
0.804,67.6
0.812,66.1
0.806,67.3
0.807,67.5
0.805,67.7
0.809,66.7
0.806,67.2
0.814,67.6
0.807,67.6
0.812,68.3
0.806,66.2
0.809,68.9
0.818,68.3
0.811,67.1
0.806,68.0
0.809,66.6
