35410019-B_0.35 141 Maq 1 Alpha 550
CCH,tension
0.812,67.2
0.802,62.6
0.811,67.7
0.815,70.8
0.806,68.3
0.813,67.3
0.813,64.1
0.813,69.5
0.814,66.4
0.815,65.4
0.812,68.7
0.81,67.3
0.811,66.4
0.814,66.3
0.807,65.4
0.815,67.4
0.808,69.7
0.809,66.3
0.815,68.8
0.811,71.1
0.81,67.6
0.808,65.3
0.812,65.8
0.816,67.1
0.811,66.1
0.814,67.0
0.808,69.4
0.812,68.6
0.808,67.9
0.809,69.5
0.813,68.4
0.809,67.6
0.806,65.5
0.815,69.3
0.811,67.0
0.806,65.8
0.814,67.8
0.808,70.0
0.812,69.6
0.818,68.9
0.814,68.3
0.814,68.7
0.813,67.8
0.807,66.4
0.802,62.6
0.81,65.5
0.815,64.0
0.811,66.1
0.812,67.2
0.811,73.9
0.807,70.3
0.809,66.6
0.811,67.1
0.805,66.1
0.812,70.4
0.812,65.7
0.813,67.1
0.816,72.1
0.813,66.4
0.812,67.7
0.812,68.2
0.805,67.4
0.812,68.8
0.814,72.0
0.811,67.8
0.812,67.5
0.806,69.6
0.809,66.4
0.809,66.9
0.811,67.4
0.813,68.8
0.808,64.2
0.81,68.8
0.812,65.3
0.809,69.7
0.807,65.0
0.813,66.9
0.806,67.0
0.808,67.6
0.812,70.1
0.811,70.2
0.813,65.9
0.809,65.1
0.804,67.7
0.81,70.3
0.816,65.7
0.815,69.7
0.811,66.9
0.808,67.7
0.809,68.2
0.809,69.0
0.807,67.2
0.809,65.8
0.805,66.1
0.812,67.4
0.814,70.9
0.812,66.2
0.811,66.0
0.813,67.3
0.808,65.0
