33136798-A_0.35 BN231 Maq 30 Alpha 488 - S
CCH,tension
1.045,65.6
1.046,66.9
1.052,65.4
1.05,67.6
1.053,68.1
1.048,66.4
1.054,65.2
1.054,66.0
1.043,67.8
1.047,65.3
1.055,67.2
1.05,69.4
1.049,69.2
1.055,71.7
1.049,65.8
1.06,69.6
1.048,64.0
1.051,69.2
1.05,72.2
1.061,67.3
1.041,64.6
1.046,65.7
1.051,67.0
1.049,67.9
1.057,69.0
1.046,66.4
1.043,68.3
1.043,67.4
1.054,68.6
1.047,65.0
1.053,67.4
1.052,69.3
1.052,70.7
1.056,65.9
1.052,70.5
1.054,69.1
1.052,64.6
1.047,65.0
1.051,70.7
1.053,66.2
1.052,70.8
1.044,67.1
1.044,67.5
1.048,68.9
1.049,66.9
1.042,69.0
1.048,67.8
1.043,68.6
1.054,65.4
1.052,67.4
1.05,68.1
1.059,68.3
1.045,70.4
1.046,68.1
1.055,64.4
1.054,67.2
1.052,65.9
1.054,68.3
1.048,71.0
1.05,68.4
1.046,68.2
1.056,64.1
1.043,65.8
1.05,68.6
1.049,66.8
1.051,63.7
1.05,70.3
1.052,68.2
1.053,70.3
1.055,66.5
1.044,66.1
1.052,65.7
1.045,66.5
1.046,67.9
1.051,64.4
1.044,65.8
1.047,69.7
1.048,67.1
1.057,66.7
1.049,69.2
1.052,66.3
1.049,71.0
1.046,67.8
1.049,68.1
1.057,67.8
1.048,64.6
1.052,69.2
1.054,66.3
1.045,70.5
1.051,68.5
1.047,69.4
1.053,66.8
1.048,71.6
1.052,66.7
1.054,69.8
1.048,65.7
1.057,71.2
1.05,65.7
1.052,68.0
1.05,69.1
