35091062-A_0.5 BN53 Maq 30 Alpha 488 - S
CCH,tension
0.954,99.5
0.946,94.0
0.948,96.5
0.952,103.1
0.949,98.0
0.96,117.5
0.953,111.7
0.95,104.8
0.947,100.6
0.952,103.2
0.956,101.9
0.953,107.2
0.947,98.3
0.948,91.1
0.941,113.3
0.952,111.5
0.95,107.6
0.948,103.0
0.948,101.9
0.948,107.4
0.948,102.5
0.948,99.1
0.95,107.1
0.947,97.9
0.951,105.5
0.949,97.5
0.952,99.6
0.944,98.7
0.944,121.1
0.949,108.8
0.95,117.8
0.949,88.6
0.947,96.0
0.946,96.1
0.955,109.5
0.951,98.4
0.944,103.5
0.95,99.9
0.955,101.4
0.952,91.9
0.957,105.0
0.943,94.5
0.942,94.1
0.954,97.8
0.947,91.9
0.954,95.4
0.947,104.0
0.947,105.4
0.954,107.1
0.953,107.8
0.951,93.5
0.952,101.5
0.953,95.4
0.95,94.5
0.952,101.0
0.944,113.7
0.945,99.5
0.954,107.6
0.951,95.1
0.952,95.5
0.947,87.1
0.953,103.4
0.945,96.6
0.947,100.7
0.95,94.7
0.952,92.4
0.944,105.6
0.948,100.8
0.945,93.5
0.947,101.9
0.948,96.6
0.946,102.4
0.951,104.7
0.951,109.7
0.95,103.6
0.953,98.2
0.95,106.0
0.945,98.8
0.95,97.3
0.946,105.8
0.95,103.8
0.952,96.4
0.952,91.3
0.952,92.7
0.948,100.7
0.953,107.1
0.952,96.4
0.95,92.0
0.95,112.4
0.947,95.0
0.948,115.1
0.951,96.9
0.953,103.5
0.95,99.9
0.956,98.6
0.952,96.8
0.953,94.8
0.949,85.1
0.949,95.7
0.951,111.5
