13990267-D_2.5 12848 Maq 1 Alpha 550
CCH,tension
1.947,288.3
1.944,277.8
1.955,286.4
1.951,284.1
1.946,289.2
1.959,288.0
1.951,282.0
1.951,282.4
1.946,271.7
1.949,276.1
1.956,280.9
1.951,278.9
1.949,284.8
1.949,279.0
1.947,277.9
1.95,272.7
1.956,282.4
1.946,289.1
1.951,281.8
1.953,282.3
1.945,283.3
1.952,278.2
1.952,280.9
1.949,280.7
1.95,279.9
1.953,293.9
1.949,282.6
1.95,282.9
1.953,282.7
1.952,286.5
1.943,279.2
1.954,274.9
1.953,278.6
1.952,281.8
1.952,285.0
1.965,277.1
1.946,288.5
1.948,287.4
1.955,287.4
1.951,283.0
1.956,280.7
1.954,276.6
1.959,272.1
1.956,278.1
1.951,290.7
1.944,289.4
1.952,276.2
1.945,278.2
1.955,282.2
1.949,284.4
1.95,278.3
1.943,289.4
1.951,278.0
1.95,288.6
1.946,286.3
1.947,281.0
1.95,279.9
1.962,283.8
1.953,275.9
1.954,283.9
1.954,283.8
1.956,285.6
1.959,286.3
1.942,281.0
1.942,289.0
1.952,288.0
1.953,288.0
1.96,289.3
1.952,284.2
1.951,278.0
1.94,277.2
1.949,284.4
1.949,288.2
1.955,290.3
1.949,284.9
1.947,291.1
1.952,284.4
1.94,281.7
1.945,283.5
1.936,283.9
1.959,287.8
1.946,287.6
1.957,289.8
1.954,285.6
1.95,286.4
1.95,286.2
1.95,277.8
1.949,282.0
1.957,290.4
1.942,284.5
1.953,284.9
1.952,277.5
1.949,291.1
1.957,286.4
1.954,285.1
1.947,280.4
1.945,281.5
1.948,277.0
1.944,289.1
1.947,280.5
