10866387-A_0.35 1646 Maq 1 Alpha 550
CCH,tension
0.803,66.7
0.797,72.7
0.805,70.4
0.799,69.5
0.796,65.8
0.799,67.1
0.801,67.8
0.809,65.4
0.805,64.1
0.806,70.6
0.806,68.6
0.796,67.6
0.797,67.8
0.802,69.0
0.806,65.8
0.796,69.7
0.804,68.6
0.797,70.2
0.801,67.4
0.805,69.4
0.795,68.4
0.8,70.5
0.801,67.5
0.8,66.3
0.801,66.6
0.795,68.9
0.808,72.4
0.799,69.8
0.795,67.1
0.798,63.6
0.804,66.2
0.786,69.5
0.806,66.7
0.799,65.8
0.796,67.5
0.798,69.8
0.797,66.2
0.797,63.9
0.79,71.3
0.8,66.2
0.807,66.3
0.793,68.0
0.805,68.9
0.799,69.1
0.805,69.2
0.8,62.7
0.8,64.8
0.8,68.2
0.803,66.4
0.802,67.6
0.794,68.2
0.798,68.3
0.795,65.5
0.803,66.5
0.799,67.7
0.796,65.0
0.8,66.3
0.801,67.4
0.8,67.8
0.799,70.0
0.796,67.5
0.796,64.6
0.804,67.2
0.8,69.0
0.799,66.1
0.795,67.2
0.801,72.2
0.795,70.0
0.803,66.8
0.802,66.3
0.799,67.5
0.803,65.8
0.799,68.1
0.796,68.4
0.804,68.5
0.801,65.4
0.803,65.8
0.796,67.0
0.799,66.6
0.803,64.0
0.804,65.0
0.796,72.0
0.803,70.2
0.804,68.5
0.798,67.0
0.794,67.0
0.799,64.3
0.796,69.5
0.803,70.5
0.794,64.8
0.791,65.4
0.806,69.2
0.798,67.3
0.797,64.3
0.804,67.2
0.8,69.1
0.803,66.6
0.794,69.0
0.791,68.7
0.798,69.6
