13588505-B_0.5 11671 Maq 1 Alpha 550
CCH,tension
1.001,93.1
0.994,107.8
0.986,103.7
0.984,104.8
1.004,93.8
1.009,94.5
1.001,92.5
0.999,115.4
0.997,96.6
0.996,102.4
1.006,104.2
0.997,103.8
1.006,113.2
0.997,102.2
0.997,98.6
0.989,91.3
1.007,100.3
1.012,93.4
0.997,107.2
1.003,110.4
1.003,98.1
1.008,109.0
0.993,103.4
1.021,87.3
0.996,101.3
0.993,94.9
0.996,95.7
0.998,97.5
1.0,104.3
1.01,94.9
0.996,113.5
1.0,103.7
0.996,99.8
1.002,118.9
1.001,93.8
0.999,97.7
0.994,100.0
1.0,95.1
1.01,100.2
0.995,94.9
1.002,104.6
0.991,117.0
1.006,104.0
0.998,92.0
1.003,105.0
1.0,105.4
0.987,90.1
1.0,114.0
0.991,99.4
0.999,93.6
1.008,91.5
1.0,87.3
0.994,103.9
0.998,89.9
1.001,92.1
1.002,101.6
0.998,100.2
0.996,112.0
0.997,92.7
0.998,99.8
0.998,104.9
0.999,102.0
1.006,104.7
0.993,112.2
1.001,101.6
1.0,90.9
1.003,95.6
1.002,111.3
0.992,95.6
1.0,104.2
1.006,99.5
0.995,108.9
1.001,104.7
0.996,95.8
1.006,100.6
1.01,106.9
1.011,101.1
1.011,87.4
1.004,99.4
0.991,111.0
0.991,98.5
1.005,108.6
0.994,113.5
1.005,102.4
0.998,106.6
0.994,106.3
1.001,100.7
0.997,80.2
0.995,99.9
0.993,82.8
1.009,108.2
0.99,101.4
0.997,100.6
1.001,100.9
1.003,103.7
1.002,106.6
1.01,103.8
1.003,108.7
0.989,91.5
1.007,99.8
