13588505-B_0.5 BN751 Maq 1 Alpha 550
CCH,tension
1.005,90.6
0.994,109.3
0.993,108.9
0.996,108.2
1.0,98.6
0.999,98.2
0.998,104.7
0.993,108.9
0.997,101.0
0.995,90.6
1.003,94.4
1.003,96.3
1.004,105.4
1.0,108.5
1.002,106.3
1.004,116.6
1.008,108.2
0.993,102.6
0.991,110.2
0.998,102.0
0.995,114.2
1.01,115.2
1.004,87.4
0.995,113.4
0.999,99.9
1.007,100.4
1.005,103.7
1.0,108.6
0.998,103.6
1.001,97.5
1.001,103.6
0.998,116.0
0.996,96.2
0.996,97.5
1.003,112.4
0.996,106.4
1.0,107.2
0.996,110.8
1.003,100.3
1.009,107.4
0.997,87.1
1.005,110.2
0.999,103.3
0.996,78.7
1.004,99.2
0.998,102.0
0.998,102.0
0.995,98.4
0.995,94.9
1.006,112.2
1.005,105.9
0.996,106.5
0.995,113.8
1.003,99.8
1.0,97.1
1.002,99.8
1.005,96.2
0.997,85.5
1.01,97.6
1.0,113.6
1.0,93.8
0.996,91.4
0.999,97.0
0.998,121.6
1.003,107.0
0.994,107.9
0.998,110.5
0.997,110.5
0.998,100.3
1.0,108.0
0.998,86.4
1.0,102.3
0.994,112.6
1.005,89.2
0.994,87.1
1.0,95.1
0.998,93.2
1.002,108.6
0.997,108.3
0.995,119.0
1.002,92.2
1.005,91.2
1.001,104.9
0.998,87.6
1.001,103.7
1.007,118.8
0.996,103.1
0.996,98.0
0.999,96.2
1.001,114.9
1.009,102.7
0.992,100.1
0.997,99.0
0.993,109.8
1.001,92.0
0.995,106.4
0.998,94.3
0.998,109.0
1.0,112.6
1.003,121.2
