35412744-A_0.35 1332 Maq 1 Alpha 550
CCH,tension
0.806,67.4
0.812,67.3
0.817,66.0
0.806,65.4
0.803,65.4
0.812,67.8
0.809,68.3
0.818,64.6
0.807,69.6
0.81,71.9
0.821,66.5
0.815,62.4
0.814,68.2
0.807,68.3
0.807,67.3
0.816,66.1
0.816,66.1
0.808,68.6
0.814,72.3
0.812,67.0
0.814,67.2
0.808,66.5
0.81,65.3
0.805,67.1
0.807,70.7
0.811,66.3
0.805,65.6
0.806,68.4
0.804,67.3
0.808,65.9
0.808,69.3
0.81,67.3
0.809,66.4
0.809,69.9
0.804,66.3
0.815,67.7
0.81,67.5
0.808,65.9
0.813,67.9
0.808,68.0
0.806,67.3
0.813,68.5
0.803,68.0
0.807,67.7
0.805,67.0
0.799,66.4
0.809,65.9
0.811,68.0
0.809,65.8
0.805,67.6
0.81,67.1
0.809,68.4
0.813,66.6
0.814,70.1
0.807,65.2
0.814,67.4
0.813,69.9
0.806,67.6
0.813,67.9
0.813,67.7
0.817,68.3
0.811,64.5
0.807,68.5
0.807,63.1
0.814,68.6
0.809,70.8
0.809,65.2
0.81,62.7
0.81,68.4
0.803,70.5
0.813,66.3
0.808,71.3
0.812,69.0
0.805,67.6
0.815,65.6
0.807,69.5
0.818,68.0
0.804,67.7
0.813,67.3
0.81,65.6
0.814,68.7
0.809,68.2
0.805,69.2
0.804,65.4
0.809,65.3
0.81,68.8
0.816,68.5
0.811,67.7
0.811,67.9
0.809,69.1
0.802,68.7
0.819,68.3
0.808,66.4
0.809,68.4
0.807,67.1
0.799,69.0
0.806,65.3
0.81,71.1
0.817,68.8
0.807,72.7
