10775014-D_0.5 14593 Maq 30 Alpha 488 - S
CCH,tension
1.297,92.2
1.305,97.2
1.309,115.1
1.301,106.8
1.298,116.4
1.305,92.3
1.298,116.6
1.301,111.9
1.303,111.1
1.297,81.3
1.304,107.7
1.298,107.4
1.302,112.8
1.301,104.3
1.301,104.6
1.298,104.0
1.3,98.3
1.305,119.0
1.298,94.0
1.31,123.0
1.299,88.8
1.3,107.2
1.301,109.3
1.296,105.3
1.303,108.7
1.304,86.0
1.295,91.8
1.293,88.3
1.297,91.5
1.304,107.1
1.3,101.5
1.305,103.4
1.299,102.1
1.295,101.6
1.302,97.8
1.303,116.9
1.304,106.8
1.306,112.6
1.294,106.3
1.297,101.4
1.294,102.0
1.298,99.3
1.304,102.9
1.306,101.8
1.292,100.5
1.309,91.5
1.298,110.7
1.309,98.1
1.298,113.8
1.303,107.1
1.291,101.9
1.294,105.9
1.297,92.6
1.302,113.0
1.302,110.8
1.297,87.2
1.299,107.2
1.295,92.6
1.297,89.4
1.305,96.2
1.297,101.9
1.297,108.0
1.299,94.9
1.303,100.1
1.307,110.6
1.295,103.2
1.298,91.2
1.298,104.2
1.301,99.8
1.306,95.6
1.305,92.6
1.303,91.3
1.297,100.7
1.299,96.8
1.297,110.4
1.304,96.6
1.295,102.3
1.288,81.3
1.302,102.3
1.296,94.8
1.301,108.1
1.302,99.2
1.298,97.3
1.308,90.6
1.301,93.3
1.303,97.8
1.303,97.1
1.306,103.6
1.3,107.4
1.298,93.6
1.298,91.7
1.304,86.7
1.301,100.2
1.301,109.8
1.303,100.8
1.306,100.9
1.3,96.6
1.297,111.2
1.307,102.0
1.299,117.3
