35410019-B_0.35 BN545 Maq 30 Alpha 488 - S
CCH,tension
0.803,68.6
0.81,67.5
0.812,66.0
0.811,67.1
0.804,66.9
0.805,67.0
0.816,67.1
0.808,67.4
0.813,69.5
0.817,67.8
0.809,67.7
0.81,65.9
0.813,67.0
0.811,68.7
0.812,66.3
0.805,65.4
0.814,64.0
0.813,67.7
0.809,66.9
0.815,66.7
0.807,67.2
0.813,67.3
0.803,68.4
0.809,67.8
0.808,67.4
0.809,67.9
0.814,67.2
0.807,67.0
0.805,67.8
0.816,68.5
0.805,66.6
0.813,67.7
0.806,67.4
0.808,68.7
0.814,67.0
0.816,68.2
0.816,66.1
0.809,67.2
0.808,68.2
0.815,69.2
0.808,66.4
0.818,65.1
0.806,66.2
0.808,68.4
0.819,68.5
0.804,69.5
0.804,67.7
0.806,68.6
0.807,67.4
0.81,68.6
0.813,66.4
0.817,67.5
0.816,66.6
0.807,66.4
0.816,67.6
0.804,66.7
0.81,66.8
0.809,68.0
0.813,68.1
0.804,68.6
0.808,68.4
0.81,66.1
0.807,68.4
0.816,67.8
0.811,67.7
0.808,66.4
0.809,66.4
0.81,67.1
0.804,68.2
0.812,68.3
0.806,66.2
0.819,67.1
0.814,68.3
0.811,66.8
0.805,67.9
0.804,67.7
0.811,67.4
0.81,67.2
0.808,67.5
0.814,68.1
0.81,67.7
0.81,66.7
0.81,68.5
0.806,66.3
0.815,67.3
0.812,66.3
0.807,66.9
0.81,68.2
0.81,67.8
0.816,67.8
0.811,67.6
0.81,67.3
0.809,67.9
0.809,68.2
0.804,66.1
0.814,68.2
0.804,69.5
0.808,67.5
0.818,66.4
0.817,67.7
