35410019-B_0.35 11232 Maq 30 Alpha 488 - S
CCH,tension
0.812,67.0
0.808,65.3
0.815,67.9
0.811,67.6
0.81,69.3
0.815,68.0
0.812,68.9
0.814,69.1
0.809,68.6
0.815,68.1
0.804,68.3
0.807,68.2
0.81,68.3
0.807,67.3
0.801,67.3
0.813,66.6
0.819,67.1
0.811,68.1
0.807,67.9
0.802,67.3
0.809,65.8
0.807,67.7
0.811,68.9
0.812,65.7
0.81,66.6
0.802,66.6
0.813,68.5
0.806,68.5
0.802,66.6
0.811,66.5
0.811,67.0
0.811,68.0
0.808,67.8
0.807,69.2
0.808,67.0
0.816,68.6
0.81,66.6
0.806,67.1
0.813,67.2
0.812,67.1
0.809,67.8
0.808,66.7
0.815,67.1
0.818,65.9
0.815,66.6
0.816,66.6
0.811,67.5
0.808,67.2
0.8,69.1
0.804,66.1
0.813,66.8
0.813,68.6
0.803,67.7
0.81,68.2
0.804,67.1
0.807,67.1
0.81,68.2
0.81,66.3
0.81,66.5
0.807,67.8
0.808,67.2
0.809,68.4
0.8,65.5
0.811,65.4
0.817,68.8
0.806,68.1
0.815,68.5
0.814,67.6
0.809,67.1
0.815,67.5
0.809,68.0
0.818,66.8
0.813,68.8
0.817,67.6
0.808,67.0
0.808,65.8
0.808,68.0
0.811,68.6
0.819,68.8
0.817,67.0
0.815,67.6
0.807,65.9
0.811,65.6
0.808,67.6
0.807,66.5
0.81,69.1
0.806,65.1
0.817,67.1
0.818,68.5
0.807,65.7
0.811,69.5
0.811,65.9
0.811,65.8
0.809,66.4
0.81,66.5
0.809,67.1
0.812,67.2
0.808,67.9
0.812,66.3
0.807,66.3
