35410019-B_0.35 11127 Maq 30 Alpha 488 - S
CCH,tension
0.81,65.8
0.811,66.2
0.81,68.6
0.806,69.6
0.811,66.4
0.807,69.8
0.803,65.0
0.815,68.6
0.817,69.2
0.807,66.9
0.817,67.2
0.806,68.3
0.81,65.0
0.808,66.1
0.811,67.7
0.804,67.4
0.809,70.0
0.803,63.1
0.806,68.4
0.813,67.7
0.811,67.5
0.811,64.9
0.807,64.3
0.812,70.0
0.805,68.0
0.808,69.0
0.814,65.3
0.81,65.7
0.814,67.1
0.816,67.6
0.808,69.6
0.815,68.7
0.814,64.4
0.812,69.9
0.813,66.4
0.805,69.0
0.81,70.4
0.81,67.7
0.815,67.3
0.802,66.5
0.807,67.1
0.809,68.0
0.811,64.3
0.819,69.6
0.813,68.4
0.808,68.8
0.817,67.0
0.818,64.5
0.81,69.6
0.811,64.7
0.804,66.4
0.817,64.0
0.811,67.2
0.808,65.1
0.805,69.1
0.812,67.7
0.811,68.7
0.808,70.0
0.813,69.1
0.804,69.7
0.811,65.4
0.809,65.9
0.812,66.2
0.81,69.2
0.807,65.6
0.815,65.9
0.812,64.3
0.809,65.7
0.815,66.8
0.812,68.6
0.803,67.3
0.813,67.8
0.812,67.7
0.809,68.5
0.809,68.2
0.807,69.0
0.814,64.3
0.81,67.1
0.81,69.6
0.809,67.2
0.807,67.5
0.812,68.0
0.805,67.1
0.807,65.4
0.812,69.0
0.813,67.1
0.812,64.2
0.81,66.9
0.81,69.4
0.807,65.5
0.814,69.8
0.81,66.5
0.813,67.7
0.811,65.7
0.807,64.9
0.809,66.8
0.808,66.6
0.8,69.8
0.809,66.0
0.807,68.0
