35410019-B_0.35 8224 Maq 30 Alpha 488 - S
CCH,tension
0.808,67.4
0.819,69.6
0.815,68.3
0.813,66.9
0.813,67.7
0.819,67.5
0.815,66.4
0.81,69.1
0.806,66.9
0.812,68.5
0.81,66.7
0.812,68.8
0.813,67.7
0.808,68.6
0.814,67.8
0.814,66.4
0.809,67.5
0.805,68.1
0.811,67.3
0.805,67.7
0.814,64.9
0.814,66.5
0.805,66.6
0.811,65.5
0.811,68.5
0.817,65.5
0.809,68.9
0.807,66.4
0.815,69.2
0.811,67.1
0.815,68.6
0.814,68.2
0.806,66.6
0.807,68.2
0.807,68.2
0.813,67.7
0.811,67.8
0.814,65.6
0.807,67.9
0.805,66.0
0.813,68.6
0.809,66.7
0.81,69.4
0.811,68.0
0.807,67.4
0.812,69.1
0.808,66.6
0.807,68.1
0.808,68.1
0.812,69.3
0.81,69.1
0.809,67.4
0.817,67.1
0.807,67.0
0.812,67.0
0.81,67.8
0.8,67.5
0.814,66.5
0.812,67.8
0.81,68.5
0.815,68.4
0.807,67.0
0.816,68.9
0.812,67.4
0.807,69.4
0.813,67.5
0.81,68.6
0.808,68.3
0.809,65.9
0.815,68.2
0.81,66.4
0.812,66.4
0.812,67.6
0.808,68.0
0.812,67.6
0.808,68.3
0.809,67.6
0.808,66.5
0.808,67.7
0.812,68.1
0.813,64.3
0.81,68.4
0.81,67.5
0.812,67.7
0.801,66.3
0.802,67.2
0.811,67.5
0.808,66.1
0.809,67.1
0.811,68.6
0.817,66.8
0.818,65.5
0.813,66.7
0.81,67.1
0.813,67.0
0.813,66.9
0.818,66.8
0.817,67.3
0.808,68.9
0.81,68.8
