35410019-B_0.35 7782 Maq 30 Alpha 488 - S
CCH,tension
0.806,68.0
0.805,68.5
0.807,64.6
0.81,66.5
0.805,65.8
0.812,71.7
0.816,68.6
0.816,67.8
0.811,68.2
0.815,64.6
0.813,68.7
0.816,73.0
0.808,71.7
0.808,67.4
0.803,66.3
0.806,72.8
0.814,69.0
0.809,67.6
0.814,68.3
0.815,68.3
0.807,66.9
0.808,66.0
0.802,69.1
0.806,69.1
0.809,67.6
0.81,67.0
0.811,68.4
0.808,67.0
0.81,68.7
0.81,62.5
0.809,65.3
0.809,67.4
0.817,69.6
0.815,69.0
0.808,70.0
0.808,66.4
0.812,68.2
0.812,69.7
0.808,65.7
0.812,68.1
0.809,67.4
0.81,66.3
0.811,67.0
0.809,64.7
0.805,67.1
0.809,64.4
0.804,67.1
0.807,68.0
0.809,71.3
0.809,62.9
0.813,69.4
0.809,64.0
0.812,67.6
0.813,67.6
0.816,65.6
0.809,68.4
0.816,68.7
0.809,66.1
0.813,64.4
0.805,67.7
0.808,70.6
0.805,65.6
0.808,64.7
0.813,67.8
0.807,68.2
0.807,67.8
0.802,71.5
0.81,65.4
0.812,66.9
0.809,68.9
0.802,66.4
0.808,66.2
0.814,68.5
0.811,62.7
0.819,71.1
0.815,68.1
0.81,67.2
0.808,70.1
0.804,69.3
0.813,65.4
0.806,68.5
0.811,65.0
0.806,67.5
0.809,67.0
0.809,70.6
0.811,63.2
0.811,65.9
0.808,70.7
0.811,67.6
0.816,68.2
0.807,64.3
0.806,70.3
0.805,68.5
0.811,72.3
0.812,67.0
0.807,68.3
0.805,65.3
0.81,69.5
0.806,69.8
0.814,64.1
