35410019-B_0.35 11596 Maq 30 Alpha 488 - S
CCH,tension
0.812,66.2
0.812,68.0
0.809,70.0
0.812,66.6
0.813,68.2
0.801,66.8
0.808,65.5
0.81,68.7
0.816,68.7
0.81,68.5
0.809,68.0
0.801,65.6
0.818,67.2
0.808,68.1
0.809,66.2
0.808,68.7
0.812,67.8
0.812,67.9
0.811,68.9
0.813,69.0
0.804,68.0
0.805,68.9
0.812,68.1
0.81,66.6
0.806,68.9
0.811,67.0
0.806,67.6
0.8,68.8
0.805,67.5
0.811,66.7
0.815,67.5
0.805,68.1
0.816,67.5
0.815,67.5
0.812,66.8
0.809,68.9
0.809,67.0
0.812,65.2
0.806,68.0
0.815,68.6
0.811,68.3
0.817,68.5
0.809,68.2
0.802,68.5
0.807,68.9
0.818,67.2
0.8,65.8
0.801,69.2
0.806,68.1
0.811,68.0
0.811,67.3
0.812,68.3
0.803,68.3
0.807,66.0
0.806,66.8
0.799,67.6
0.82,67.2
0.814,66.5
0.811,67.7
0.814,66.3
0.812,67.3
0.814,68.1
0.811,68.0
0.817,69.0
0.803,66.3
0.81,67.6
0.816,66.2
0.813,67.1
0.809,65.8
0.809,67.1
0.809,67.4
0.805,68.2
0.812,67.9
0.812,67.2
0.816,68.7
0.815,65.8
0.806,68.8
0.811,66.1
0.809,67.3
0.814,68.2
0.81,68.0
0.804,68.3
0.803,66.1
0.813,66.9
0.812,69.3
0.811,68.3
0.806,66.8
0.808,68.7
0.807,68.3
0.805,67.8
0.807,67.9
0.811,70.5
0.815,68.8
0.81,68.7
0.813,66.5
0.808,67.0
0.806,69.4
0.81,67.3
0.806,66.4
0.817,65.9
