35410019-B_0.35 16598 Maq 30 Alpha 488 - S
CCH,tension
0.811,68.1
0.815,67.6
0.807,64.5
0.817,70.5
0.808,65.0
0.81,63.9
0.812,65.9
0.806,68.0
0.816,66.6
0.811,67.9
0.813,63.3
0.809,65.2
0.805,67.3
0.81,71.4
0.803,68.1
0.809,68.5
0.808,64.5
0.809,66.3
0.809,66.1
0.811,67.2
0.814,67.6
0.809,68.5
0.812,67.6
0.812,68.6
0.813,68.9
0.801,66.3
0.809,67.3
0.814,69.1
0.813,62.5
0.809,63.9
0.808,70.5
0.815,67.6
0.814,65.8
0.801,64.3
0.804,64.8
0.809,66.9
0.809,66.3
0.809,67.6
0.811,65.1
0.81,67.0
0.809,67.2
0.811,67.3
0.816,69.0
0.818,65.3
0.813,66.4
0.812,67.8
0.808,68.2
0.808,69.1
0.811,70.0
0.806,69.9
0.813,69.0
0.814,66.8
0.813,66.9
0.798,69.1
0.81,68.8
0.816,68.9
0.814,71.2
0.813,66.5
0.81,67.1
0.807,67.1
0.812,67.1
0.814,69.6
0.813,69.4
0.812,68.2
0.811,66.4
0.814,70.0
0.813,68.5
0.808,62.9
0.812,68.2
0.809,65.6
0.809,68.0
0.812,69.2
0.815,66.9
0.805,68.2
0.816,70.0
0.812,69.4
0.806,69.8
0.815,66.8
0.813,68.8
0.807,69.8
0.812,68.9
0.808,65.1
0.807,67.3
0.81,64.9
0.806,67.0
0.812,67.9
0.808,69.4
0.81,71.7
0.805,64.3
0.811,68.8
0.81,68.1
0.808,65.5
0.81,64.9
0.811,67.5
0.815,69.4
0.804,66.9
0.812,66.7
0.807,67.8
0.806,65.4
0.816,64.6
