35125712-B_1 1861 Maq 1 Alpha 550
CCH,tension
1.107,158.2
1.102,157.1
1.111,169.5
1.101,178.5
1.097,172.2
1.1,162.3
1.096,165.7
1.108,164.8
1.103,171.1
1.095,159.7
1.105,175.2
1.093,167.2
1.107,156.3
1.091,157.3
1.098,162.9
1.091,178.8
1.105,167.1
1.103,156.3
1.099,172.4
1.113,167.2
1.101,174.9
1.108,162.2
1.102,165.9
1.094,161.6
1.106,159.8
1.103,155.8
1.107,167.8
1.103,169.3
1.104,163.7
1.095,157.0
1.101,166.8
1.101,167.6
1.101,154.9
1.102,179.2
1.104,155.0
1.107,177.0
1.095,167.2
1.099,166.0
1.095,153.5
1.098,163.9
1.102,163.4
1.087,149.9
1.108,146.3
1.105,154.6
1.103,164.0
1.096,158.1
1.086,178.4
1.103,147.2
1.1,157.1
1.089,175.8
1.101,170.1
1.103,161.7
1.111,158.2
1.09,156.3
1.103,167.4
1.094,151.4
1.105,166.6
1.099,169.4
1.098,154.7
1.098,157.0
1.096,165.5
1.101,170.9
1.098,162.7
1.112,163.9
1.098,176.5
1.098,155.8
1.097,155.7
1.105,157.7
1.097,165.4
1.113,175.8
1.1,157.5
1.103,162.2
1.099,165.2
1.098,152.1
1.1,151.3
1.097,157.7
1.1,150.6
1.098,170.0
1.102,163.1
1.102,173.2
1.096,154.6
1.088,162.4
1.105,160.4
1.105,152.6
1.092,156.5
1.086,161.5
1.103,169.3
1.091,154.2
1.098,160.8
1.087,163.4
1.099,170.1
1.1,161.2
1.1,173.5
1.111,153.5
1.099,155.6
1.101,153.9
1.106,157.9
1.101,166.2
1.094,165.1
1.096,177.9
