15432237-A_0.35 BN655 Maq 1 Alpha 550
CCH,tension
0.899,67.8
0.904,67.6
0.903,69.5
0.903,67.9
0.902,66.6
0.894,69.3
0.905,67.5
0.897,68.4
0.9,67.5
0.897,70.4
0.904,67.9
0.903,65.4
0.906,68.0
0.902,66.9
0.899,68.0
0.904,68.8
0.905,67.1
0.893,67.0
0.901,66.2
0.901,68.5
0.898,68.9
0.9,68.0
0.901,69.7
0.896,67.2
0.903,67.9
0.898,67.7
0.9,67.9
0.896,66.9
0.898,65.5
0.899,66.4
0.897,69.5
0.904,67.1
0.899,68.2
0.896,67.8
0.898,66.7
0.897,69.4
0.9,67.4
0.891,67.6
0.899,70.6
0.904,66.7
0.904,67.9
0.901,66.7
0.896,67.9
0.903,66.5
0.891,68.7
0.905,66.9
0.897,68.1
0.902,67.9
0.899,68.3
0.897,65.4
0.9,65.3
0.894,67.1
0.9,68.0
0.901,66.7
0.905,67.9
0.897,66.9
0.902,66.9
0.906,66.6
0.9,67.4
0.899,68.8
0.897,67.6
0.908,68.4
0.9,68.0
0.905,67.8
0.898,67.1
0.901,66.0
0.902,68.3
0.906,68.5
0.89,68.1
0.898,65.6
0.899,66.4
0.902,65.6
0.897,65.8
0.897,66.5
0.904,66.6
0.901,66.6
0.904,67.1
0.906,67.0
0.895,66.2
0.897,68.0
0.901,68.2
0.9,69.2
0.91,66.8
0.902,66.8
0.897,67.1
0.9,67.1
0.903,67.7
0.901,68.3
0.896,69.0
0.9,67.9
0.902,67.5
0.905,67.2
0.896,67.9
0.893,67.5
0.896,68.6
0.899,66.8
0.888,67.2
0.896,65.8
0.899,66.7
0.896,67.7
