10775014-D_0.5 14593 Maq 1 Alpha 550
CCH,tension
1.291,110.6
1.302,89.1
1.289,87.1
1.296,102.6
1.3,95.1
1.311,101.0
1.306,97.4
1.286,103.1
1.298,126.3
1.307,92.9
1.305,100.7
1.306,105.6
1.306,103.7
1.301,94.8
1.312,109.7
1.297,97.7
1.299,102.6
1.305,112.3
1.303,104.8
1.289,106.3
1.301,104.9
1.306,110.8
1.312,117.1
1.299,93.9
1.31,98.6
1.299,95.8
1.299,113.3
1.301,97.4
1.301,102.2
1.298,94.8
1.306,103.8
1.305,95.6
1.3,105.5
1.297,95.7
1.295,105.1
1.313,100.9
1.304,106.3
1.299,104.9
1.302,95.9
1.307,87.2
1.294,98.8
1.291,101.5
1.293,108.0
1.3,103.3
1.3,101.1
1.299,96.5
1.307,114.2
1.294,101.1
1.316,87.9
1.292,111.6
1.307,96.5
1.298,95.7
1.297,92.5
1.291,116.2
1.298,112.2
1.311,96.7
1.296,87.3
1.298,101.6
1.302,107.1
1.292,106.5
1.294,112.8
1.299,97.4
1.298,94.9
1.304,98.0
1.295,89.2
1.301,89.5
1.293,104.7
1.305,96.9
1.305,114.9
1.306,119.0
1.305,97.8
1.303,108.0
1.295,98.9
1.298,97.9
1.295,96.7
1.297,105.0
1.295,90.6
1.294,106.8
1.289,103.0
1.305,76.2
1.3,93.7
1.308,111.3
1.303,112.8
1.298,92.5
1.306,88.0
1.297,88.6
1.3,109.4
1.303,99.2
1.287,93.4
1.299,104.0
1.297,96.7
1.299,107.3
1.306,105.2
1.291,94.6
1.283,101.1
1.294,109.4
1.297,93.9
1.288,105.4
1.291,121.0
1.303,105.5
