35125712-B_1 1861 Maq 30 Alpha 488 - S
CCH,tension
1.106,157.1
1.097,153.9
1.102,151.7
1.099,161.8
1.094,148.6
1.097,151.8
1.098,163.5
1.094,153.3
1.096,158.7
1.098,167.0
1.103,168.0
1.095,159.3
1.103,145.8
1.1,162.2
1.098,166.0
1.105,180.3
1.1,166.3
1.103,148.8
1.1,165.3
1.099,165.3
1.095,165.0
1.1,165.8
1.099,150.2
1.107,155.2
1.098,168.6
1.1,169.7
1.103,157.3
1.101,176.4
1.099,165.1
1.102,164.3
1.101,173.7
1.096,171.7
1.103,166.3
1.099,159.3
1.1,168.0
1.098,181.7
1.099,156.7
1.096,163.3
1.102,163.2
1.097,151.4
1.096,161.4
1.101,166.7
1.103,158.8
1.101,164.2
1.107,137.9
1.101,155.9
1.105,168.1
1.091,164.6
1.104,163.8
1.099,154.6
1.099,163.4
1.101,158.2
1.102,172.7
1.095,162.3
1.108,170.2
1.1,165.6
1.097,156.3
1.1,167.3
1.1,159.1
1.102,157.8
1.094,152.5
1.102,164.7
1.104,164.2
1.102,168.4
1.1,167.7
1.099,165.5
1.104,167.9
1.097,154.4
1.108,157.7
1.1,168.8
1.098,161.9
1.1,156.8
1.101,171.3
1.095,178.1
1.1,178.1
1.098,163.8
1.106,165.1
1.097,162.4
1.1,156.2
1.095,155.6
1.102,157.0
1.099,154.2
1.105,189.8
1.102,150.2
1.098,150.1
1.097,158.1
1.099,166.3
1.101,169.5
1.096,169.1
1.1,156.3
1.102,159.6
1.103,170.8
1.108,151.8
1.108,177.2
1.094,155.1
1.109,158.0
1.107,159.6
1.098,155.9
1.104,158.1
1.098,159.7
