35250568-A_2 14351 Maq 30 Alpha 488 - S
CCH,tension
1.749,231.8
1.752,244.2
1.746,261.7
1.748,240.4
1.75,251.2
1.753,250.9
1.752,250.7
1.755,253.7
1.756,242.6
1.752,248.9
1.747,232.1
1.749,248.5
1.748,222.9
1.744,240.4
1.748,254.0
1.747,250.9
1.749,240.4
1.756,243.0
1.751,246.1
1.747,248.5
1.752,238.1
1.744,246.9
1.754,225.2
1.747,243.8
1.749,246.4
1.743,247.2
1.749,235.5
1.751,255.6
1.755,244.2
1.753,248.0
1.744,255.4
1.753,249.4
1.751,247.8
1.749,243.1
1.757,232.5
1.756,248.1
1.754,242.2
1.74,249.1
1.748,250.6
1.75,240.6
1.748,242.7
1.744,229.9
1.753,233.8
1.747,258.7
1.745,256.3
1.749,248.0
1.753,241.4
1.753,240.7
1.752,244.9
1.747,233.2
1.739,247.1
1.749,230.7
1.749,244.8
1.748,248.4
1.744,250.1
1.745,238.2
1.754,249.1
1.744,250.0
1.751,250.4
1.747,253.3
1.751,230.7
1.753,251.3
1.745,244.2
1.755,231.1
1.746,238.7
1.744,236.9
1.755,255.0
1.745,248.2
1.745,239.8
1.751,237.3
1.752,257.7
1.745,238.9
1.752,228.7
1.752,229.4
1.749,238.2
1.755,249.6
1.747,263.4
1.751,243.3
1.754,245.4
1.753,247.5
1.747,240.7
1.755,248.6
1.749,240.7
1.748,247.5
1.748,243.4
1.752,241.0
1.749,240.9
1.763,249.2
1.753,246.5
1.753,247.1
1.748,248.7
1.749,233.9
1.757,229.8
1.748,251.6
1.752,236.4
1.758,231.1
1.752,250.4
1.748,230.2
1.75,251.1
1.749,241.8
